"nsc","prefix","name","BR:BT-549","BR:HS 578T","BR:MCF7","BR:MDA-MB-231","BR:T-47D","CNS:SF-268","CNS:SF-295","CNS:SF-539","CNS:SNB-19","CNS:SNB-75","CNS:U251","CO:COLO 205","CO:HCC-2998","CO:HCT-116","CO:HCT-15","CO:HT29","CO:KM12","CO:SW-620","LC:A549/ATCC","LC:EKVX","LC:HOP-62","LC:HOP-92","LC:NCI-H226","LC:NCI-H23","LC:NCI-H322M","LC:NCI-H460","LC:NCI-H522","LE:CCRF-CEM","LE:HL-60(TB)","LE:K-562","LE:MOLT-4","LE:RPMI-8226","LE:SR","ME:LOX IMVI","ME:M14","ME:MALME-3M","ME:MDA-MB-435","ME:MDA-N","ME:SK-MEL-2","ME:SK-MEL-28","ME:SK-MEL-5","ME:UACC-257","ME:UACC-62","OV:IGROV1","OV:NCI/ADR-RES","OV:OVCAR-3","OV:OVCAR-4","OV:OVCAR-5","OV:OVCAR-8","OV:SK-OV-3","PR:DU-145","PR:PC-3","RE:786-0","RE:A498","RE:ACHN","RE:CAKI-1","RE:RXF 393","RE:SN12C","RE:TK-10","RE:UO-31"
761194,"S","1108NS03",5.580044,5.706977,6.530129,6.300271,6.228743,6.073306,6.269477,5.894803,6.052773,6.07622,6.060686,6.403166,6.089715,6.420198,6.376824,6.549251,6.530926,6.415225,6.33504,6.00567,4.982792,6.451801,6.009346,6.38105,5.640152,6.428008,6.335917,6.499158,6.541572,6.502702,6.488399,6.152434,NA,6.364407,6.247179,6.337724,6.354389,NA,5.887324,6.154659,6.110825,6.344245,6.428251,6.219646,6.171141,6.223843,5.206478,6.031328,6.359553,6.368331,6.097701,6.180439,5.233312,5.86713,6.252685,6.225202,6.072931,6.311079,6.324315,6.075803
761194,"S","1110RS36",5.169614,5.675607,6.483217,6.166076,6.317279,5.860714,6.434867,5.782341,5.947524,5.553608,6.217789,6.459367,6.099126,6.419016,6.432846,6.540526,6.499815,6.418594,6.382553,5.739679,6.259477,6.500947,5.535199,6.31588,NA,6.42134,6.351395,NA,6.581611,6.488993,6.597082,6.211844,6.601202,6.396004,6.300514,6.400204,6.386478,NA,6.073118,6.258566,6.183061,6.306203,6.300726,6.28355,6.10125,6.199512,5.212302,5.873106,6.437624,6.439901,6.172619,6.241117,5.587629,5.804936,6.230943,6.231923,6.281427,6.279308,6.225298,6.311234
761215,"S","1108NS03",4.796378,4.972279,4.723358,7.409553,4.675228,4.861991,4.79994,5.634354,4.935939,5.573529,6.037915,8,8,8,5.45977,8,7.628687,8,6.530594,7.492553,7.932353,NA,5.830119,7.654469,7.788889,4.882549,4.932173,4.782684,8,6.788677,4.710424,4.899593,NA,6.783975,8,8,8,NA,8,8,7.143349,8,8,6.870968,4.82538,4.859453,5.198864,8,4.870198,4.798994,5.044393,4.812105,4.983785,8,5.559896,6.294,6.867188,5.234219,7.460938,6.090541
761215,"S","1110RS36",5.003497,5.600446,4.631797,7.3,4.804887,5.10751,4.90045,5.353836,5.714154,5.199357,6.222222,8,8,8,5.981141,8,7.620951,8,6.732184,7.261712,6.594262,8,6.047965,7.822488,NA,5.208466,4.89974,NA,8,6.742519,4.759025,5.18,5.297436,7.872738,8,8,8,NA,8,8,8,8,8,7.075276,4.967727,4.873604,NA,8,5.333824,4.845321,5.243734,4.759172,5.691953,8,5.765217,6.080993,6.726766,5.580778,6.016509,6.942737
761385,"S","1108NS08",4.95735,4.975138,4.838212,4.983053,5.686522,5.286017,5.437754,5.028694,5.297697,4.993731,5.148013,4.838957,4.931013,5.508867,4.838918,4.889187,5.036667,5.132362,5.383855,5.213855,4.852259,5.777641,4.885996,5.351433,4.978906,5.287638,5.181757,4.644703,5.112702,5.534011,4.880843,5.103726,4.550412,5.217757,4.827493,4.97432,5.292579,NA,4.767853,4.801566,5.364867,4.976824,5.087859,5.150626,5.177154,5.295818,5.368738,4.795195,5.161977,4.928306,5.231496,5.344378,5.53917,5.699045,5.195925,5.489366,4.901309,4.944666,5.059307,5.45282
761387,"S","1108NS08",5.403293,5.662676,5.405231,4.989559,5.866818,5.081403,5.800252,5.549447,5.231628,6.360043,5.452939,5.434975,5.444367,5.319867,5.171459,5.346324,5.565776,5.301386,5.25,5.667325,5.587828,6.068182,5.188457,5.349938,5.555414,5.650868,4.925702,5.497595,5.408118,5.343093,5.633094,5.227208,5.376351,5.340771,5.105291,5.124477,5.398536,NA,4.802577,5.018456,4.820396,4.890802,5.193878,6.120638,4.984806,4.928215,4.753899,5.092105,4.936468,5.558171,5.062366,5.540166,5.614076,6.681818,5.117407,5.325354,5.828092,5.224486,5.338109,5.882495
761390,"S","1108NS13",4.719143,4.474047,5.401382,4.703626,4.886364,4.902056,4.922063,4.738959,4.484467,4.288441,4.876678,5.396044,4.863118,5.336033,5.406588,NA,5.373818,5.380896,5.091896,4.510504,4.770736,4.015583,4.429314,5.286627,5.093211,5.371548,4.869701,4.992871,5.321137,5.333208,5.255582,4.442773,5.489755,5.022081,5.245267,5.112398,5.176053,NA,4.159066,4.868788,4.839818,4.705687,4.862531,4.930303,4.766321,4.910074,4.866087,4.889591,5.202892,5.287951,5.350977,4.959428,4.677276,NA,5.127664,4.596687,4.803346,5.183849,4.780435,4.430773
761691,"S","1109NS27",7.400114,7.663377,7.432184,7.336884,7.161572,7.437396,7.332509,7.747385,6.922151,7.980874,7.477377,8,7.072202,7.88822,7.176644,7.190092,7.503722,7.939372,7.305451,5.943668,7.425889,7.924976,7.951973,7.007649,7.389723,7.360039,7.509259,8,NA,NA,7.332085,5.617748,8,7.806231,7.363061,6.395299,7.206216,NA,7.574732,5.860734,6.732187,6.551775,7.422395,7.644207,5.661581,7.47619,8,7.320969,7.385769,7.617386,7.076087,7.474138,7.329281,8,7.61894,7.408654,7.841012,7.58681,7.235049,7.426471
761691,"S","1112RS69",7.277958,7.624592,7.738393,7.251773,NA,7.412644,7.326359,NA,6.991781,7.96178,7.599359,8,7.188111,7.905316,7.077667,7.089794,7.464885,8,7.225334,6.532637,7.346784,NA,8,6.428295,7.23425,7.352372,7.779717,NA,NA,NA,NA,NA,NA,8,7.389344,5.981231,6.959408,NA,7.532764,5.843956,6.576575,5.860419,7.402279,7.536986,6.239318,7.158887,7.936429,7.019603,NA,7.638824,7.094262,7.845682,7.320115,8,7.409049,7.483059,8,7.45638,7.355072,7.31159
761692,"S","1109NS27",4.921225,5.001597,5.135806,4.60933,4.894012,4.64715,5.454248,4.779895,4.582924,5.190709,4.673554,4.868549,4.870192,4.852773,5.187385,4.903314,5.144203,4.891013,4.622478,4.251244,4.816667,5.649721,4.865308,4.760026,4.643029,4.850093,5.010057,5.161386,4.955534,NA,4.887542,4.973411,5.499233,4.892815,4.950399,4.745432,5.49922,NA,4.962965,4.832424,4.995037,4.849671,4.893762,4.716127,4.574751,4.790799,4.988175,4.609672,4.774471,4.632148,4.518992,4.522049,4.583795,4.999752,4.869687,4.661853,4.887558,4.69726,4.756365,4.888314
761693,"S","1109NS27",4.983651,5.598291,6.091667,5.064685,4.87302,5.077191,5.205666,5.439077,4.86198,5.980892,5.390299,5.843943,6.159115,5.37491,5.557114,5.59248,4.938896,5.480137,5.46888,4.553356,4.925329,5.299202,4.909097,5.404195,4.894549,5.475949,4.735486,5.647214,5.576919,NA,5.4382,4.720246,5.911193,5.547677,5.47449,4.988583,5.41062,NA,5.168506,5.287879,5.599052,5.692836,5.318375,5.465909,5.14557,5.201146,5.084728,4.931429,4.966988,5.171103,5.293039,4.943327,5.693301,5.654571,5.981089,5.464587,5.686876,5.259804,4.970832,5.320992
761759,"S","1110NS32",6.587423,6.539243,7.567345,5.806424,5.950581,6.81746,6.789553,6.692391,6.238351,6.741935,7.305709,7.384686,7.308944,7.290805,6.389338,7.469885,7.508352,7.432288,7.276631,4.917344,7.193131,NA,6.298995,7.26167,4.959536,7.372775,7.645912,7.456889,7.574586,7.422858,7.379703,5.902558,7.4334,7.242882,7.342105,5.826401,7.663311,NA,7.518368,6.619104,6.876509,7.099757,6.530189,5.616981,6.312422,7.379365,4.962756,7.226613,7.266929,7.314899,7.352035,7.089801,6.44874,7.034259,5.686469,6.002049,7.366645,6.224747,5.759091,5.790531
761759,"S","1112RS69",5.685606,6.913567,7.54425,7.418067,NA,5.644168,7.132045,NA,7.039694,7.00071,7.359104,NA,7.302964,7.295544,6.450287,7.410342,7.421763,7.488193,7.243725,6.993724,NA,NA,6.09814,7.512852,5.093137,7.422418,7.713984,NA,NA,NA,NA,NA,NA,7.290695,7.270486,5.560185,7.667222,NA,NA,7.009565,6.944218,5.991519,7.103113,7.186897,6.615363,7.328753,4.97025,7.206219,NA,NA,7.271854,7.289933,6.574865,7.256579,5.932692,6.011553,7.372902,6.694522,4.974217,5.626645
761879,"S","1110NS32",4.838248,4.898182,5.44594,4.906697,4.608713,4.844838,4.78208,4.996369,5.068427,5.253351,5.006322,5.243671,4.938877,5.100072,5.027215,5.217701,6.435464,5.230439,5.144431,4.574297,5.081545,NA,4.96086,4.910593,4.903618,5.272181,5.123145,5.043618,4.819559,4.995807,5.366358,4.694785,NA,5.234224,4.867862,4.82103,4.8879,NA,4.639619,4.828632,4.878508,4.79856,4.761341,5.239184,4.640724,4.680012,4.88255,4.79681,5.126387,5.045029,4.946005,4.702203,5.09412,5.73367,5.307906,5.162641,5.396208,5.329525,4.697223,5.452432
761931,"S","1110NS39",5.420226,5.419781,6.247772,5.538368,5.307955,5.431341,5.659641,5.420732,5.25414,4.944011,5.764525,5.712004,5.832418,5.663525,5.680923,5.838144,7.195954,5.774083,5.605015,5.805134,5.690138,6.829646,5.675114,5.677624,5.318642,5.692458,5.071674,NA,6.600444,5.460048,5.13677,5.512318,5.521965,5.652498,5.494497,5.842009,5.719115,NA,5.468258,5.322906,5.37664,5.714346,5.648165,4.909696,5.400507,5.266631,4.934253,5.768519,5.45835,4.961873,5.584977,5.711881,4.927322,5.761351,5.26727,5.541993,5.247126,5.669605,5.342524,5.295709
761931,"S","1112RS73",5.381445,5.457269,6.346102,5.386392,5.539938,5.419714,5.682641,5.31971,5.200323,5.143868,NA,5.82339,5.749114,5.619982,5.570451,5.662929,7.181532,5.761868,5.610338,5.939177,5.645446,6.493514,6.247361,5.638037,NA,5.64318,4.992977,5.392931,5.859469,5.459718,5.13984,NA,5.561617,5.557409,5.464197,4.943837,5.693038,NA,5.129121,5.408685,5.460621,5.540123,5.433907,5.468806,5.256566,5.291067,5.113768,5.665946,5.348101,4.966363,5.585687,5.622856,4.870113,5.934929,4.958603,5.509762,5.430693,5.729678,5.285948,5.470172
762151,"S","1110NS53",6.005163,7.100103,7.148246,6.730798,6.828564,6.764228,6.166894,6.727415,6.590312,7.13363,6.552189,7.580179,6.282326,7.198395,4.953007,6.621691,7.441872,6.984897,6.901768,6.106581,6.448082,6.940591,NA,6.531958,NA,7.15301,7.098869,NA,6.781688,7.45659,7.065603,6.241157,8,6.86597,5.985085,6.552041,6.517081,NA,6.333058,6.272021,6.295619,6.103854,6.466421,6.984607,4.401125,6.719994,6.623264,6.58618,6.179142,6.157275,6.31991,7.189024,5.799481,6.839671,5.693793,5.33639,6.650148,6.619716,5.926572,5.31841
762151,"S","1201RS81",6.110759,6.822778,7.251969,6.685624,6.553398,6.456613,5.992731,6.516613,6.612837,7.055785,6.447567,7.413527,6.023714,7.008,4.77877,6.634354,7.2,6.704312,6.643727,5.986478,6.701923,7.163517,6.146098,6.451119,5.944768,6.995273,6.471942,7.085007,5.926962,6.634969,6.185559,5.823235,7.217695,6.727353,6.044045,5.934756,NA,NA,6.010246,6.223051,5.900211,6.397291,6.39139,6.92105,4.294094,6.54822,6.584483,6.350623,5.95719,6.068182,5.936356,6.780864,5.959598,6.971329,5.463954,5.050322,5.931379,6.512557,5.756453,5.036188
762152,"S","1110NS53",6.699268,6.571319,7.026119,6.694878,6.518942,6.625424,6.680405,6.745535,6.328041,6.755677,6.549941,6.607465,6.763855,6.68274,5.320107,6.460707,6.75779,6.77356,6.391927,6.364603,6.806658,6.717498,NA,6.766877,NA,6.518576,6.587983,NA,7.069196,6.658446,7.58577,7.248241,7.535426,6.85407,6.477111,6.527166,7.161186,NA,6.552246,6.684979,6.785608,6.365738,6.812619,6.164813,4.704002,6.693442,6.62962,6.517603,6.414711,6.400773,6.438454,6.67531,6.391408,6.713722,6.233164,5.333406,6.778589,6.642055,6.303937,5.489734
762152,"S","1201RS81",6.923824,6.516231,6.749734,6.546414,6.682048,6.596246,6.784415,6.656449,6.045159,6.757215,6.584988,6.415237,6.755772,6.801376,5.177813,6.477798,6.825048,6.558393,6.280568,6.293349,6.631175,6.569464,6.609385,6.64673,5.904389,6.229738,6.523725,7.066058,6.540125,6.485062,6.899911,6.541762,6.852834,6.805484,6.615909,6.575519,NA,NA,6.605327,6.649426,6.719555,6.693144,6.665823,6.612246,4.703289,6.714145,6.653085,6.614134,6.516786,6.412759,6.279767,6.60537,6.485697,6.586576,5.959049,5.40177,6.472699,6.519393,6.351753,5.498858
762153,"S","1110NS53",5.592247,5.545724,6.233031,5.986224,5.863543,6.322237,6.542429,6.219966,5.692388,5.834946,5.983444,5.604549,6.151022,6.400588,6.40932,5.417565,6.076052,6.211306,6.640635,5.59807,5.980611,5.993116,NA,5.834992,NA,7.00463,6.310232,NA,6.58498,5.830738,6.599348,6.258172,6.599528,6.405022,5.783839,6.289526,5.673934,NA,5.327087,5.61362,5.990755,5.608605,6.124314,6.147862,6.286805,6.329325,6.407523,5.870116,6.156167,6.000641,7.180981,6.084247,5.903467,5.887831,NA,5.793703,6.231662,6.256475,6.110409,6.612541
762153,"S","1201RS81",6.037184,5.456378,6.155556,5.879585,5.80132,5.693959,6.734768,5.859248,5.540638,5.882834,5.899216,5.656368,6.207813,6.291582,6.249419,5.480166,5.83111,6.034406,6.357978,5.704433,5.785664,5.855096,5.962897,5.797777,5.737692,6.688473,5.882218,7.317654,6.554227,5.621708,6.251901,6.05482,6.246496,6.35521,5.892679,6.084351,NA,NA,5.256562,5.606918,5.927489,5.733798,5.757236,6.081206,6.259022,6.242477,6.473846,5.651163,5.938745,5.857458,5.627517,5.841311,6.105623,5.817122,5.969273,5.903479,6.281525,5.870592,5.508451,6.489334
762154,"S","1110NS53",6.763473,7.216365,8,8,7.010386,7.493421,7.305556,7.854741,7.648318,7.704352,8,8,8,8,6.329502,8,8,8,8,6.610963,8,6.987613,NA,8,NA,8,8,NA,8,8,8,8,8,8,8,5.57779,8,NA,5.651912,7.627836,8,5.726207,8,5.365546,6.116322,8,6.846685,7.619919,8,8,8,8,6.994379,7.564199,NA,5.71033,8,6.951487,5.93855,5.744399
762154,"S","1201RS81",7.246075,7.249702,8,7.463023,6.495734,7.132219,7.312454,7.479167,7.20328,7.473254,8,8,7.561937,7.858173,6.330596,8,8,8,7.430546,6.609641,7.553132,7.010324,5.664536,7.883621,7.11038,7.637167,7.889601,8,8,8,8,6.246785,8,7.555263,7.66092,NA,NA,NA,NA,7.438397,7.014121,7.579837,7.217919,8,5.91522,8,6.309476,7.833,7.73804,7.755015,8,7.206806,7.094052,7.543075,6.266408,5.748846,7.267528,6.865044,5.775608,5.81617
762382,"S","1111NS56",6.276128,6.857828,7.274089,6.027466,7.33557,6.110088,6.513455,6.039968,5.798983,6.930811,5.925983,6.276723,5.984138,6.1449,6.487391,6.633441,5.673153,5.955146,6.396251,6.292887,5.829585,7.236407,6.576837,5.934517,NA,6.603525,5.907433,6.049401,6.668151,5.219061,6.306214,5.612362,5.883955,6.436808,6.065217,6.475899,6.107836,NA,5.811057,6.05106,5.946409,6.259201,6.377092,7.21847,5.878083,6.345342,5.85996,6.592885,6.140487,6.750841,6.424273,6.665864,NA,6.887819,6.279331,6.145245,6.473226,6.281856,6.982301,6.945576
762382,"S","1201RS81",6.363399,6.448494,7.327458,5.773614,7.32311,5.851156,6.389494,6.072636,5.773866,6.811398,5.865385,6.297445,6.216284,6.369808,6.268262,6.392633,5.620798,5.823869,6.371068,6.421181,6.369709,6.662582,6.352839,5.794788,6.243805,6.484577,5.447347,5.769841,6.096582,5.333107,5.87983,5.592879,5.531466,6.345935,6.342593,6.148131,NA,NA,5.694593,6.264523,5.787252,6.441466,6.434501,7.137576,5.697545,6.040839,6.189084,6.079856,5.873792,6.809293,6.172251,6.511336,6.25016,7.107609,6.05962,6.227769,6.278905,6.070441,6.328697,6.78715
762418,"S","1111NS56",6.030835,6.574773,7.975,7.417702,5.980516,7.042523,7.038311,6.511222,7.178082,7.303343,7.356927,7.492911,7.511113,7.433002,6.458116,7.453385,7.471299,7.484972,7.328689,5.985265,7.190539,6.881343,6.501724,7.506507,NA,7.42852,7.643765,8,7.461841,7.325066,7.436073,7.329527,7.539629,7.26245,7.346774,5.845606,7.665823,NA,NA,6.475,6.740018,5.970167,6.44346,5.925028,5.875309,7.426879,6.932242,7.194231,7.337328,6.915223,7.452532,7.191627,NA,6.510816,5.946815,5.775746,7.460938,6.627451,6.143805,5.794954
762418,"S","1201RS81",6.314683,7.161058,8.28908,7.200145,5.884394,7.192364,7.343247,7.306979,7.175279,7.344932,7.37633,7.574707,7.39739,7.504282,6.420812,7.444281,7.439932,7.510919,7.397066,5.974361,7.394631,7.109528,5.882984,7.427473,6.059426,7.451052,7.637464,8.131772,7.602987,7.472808,7.432254,7.081117,7.412555,7.434253,7.50057,7.068878,NA,NA,7.390596,6.897273,6.885223,7.3657,6.429712,7.445642,5.890873,7.396694,6.669075,7.347881,7.540682,7.415992,7.629623,7.35857,6.785999,6.759375,6.20442,5.790431,7.335432,7.038203,5.988293,5.867559
762419,"S","1111NS56",7.232715,7.392454,7.29142,7.049824,4.55949,7.204445,7.425632,7.404977,7.132914,7.4895,7.354567,7.397798,6.895591,7.354004,7.252149,7.456102,7.391982,7.405748,7.117521,6.096024,7.141129,7.149319,7.19085,7.342539,NA,7.427069,7.711446,7.417965,7.523984,7.378561,7.322993,7.007458,7.641179,7.152099,7.440852,NA,7.654316,NA,7.160092,6.67654,7.359181,NA,7.180694,6.404192,7.459696,7.585912,6.6,6.330334,7.065024,7.286896,7.227513,7.302882,NA,7.557397,7.070283,4.716568,7.545557,7.193656,6.855,7.187174
762419,"S","1201RS81",7.238619,7.291784,7.390022,6.665394,4.730435,4,7.349474,7.377656,7.027144,7.585968,7.317213,7.343069,6.69656,7.369935,7.290962,7.418443,7.205361,7.373107,7.239061,6.255319,NA,4.133865,4.326633,6.920426,NA,7.401836,7.247408,7.28699,7.507784,7.369952,6.785356,7.133224,7.244876,7.174097,7.383009,7.153238,NA,NA,NA,7.125987,7.413341,NA,7.27221,7.242424,7.448421,7.412755,6.523121,6.562609,7.190598,7.380342,7.09444,7.235676,7.224359,7.415367,7.01032,NA,7.473467,7.210938,4.111386,7.082675
762521,"S","1111NS61",NA,4.735523,4.540789,6.700397,4.528632,4.712853,4.85374,5.174221,5.904135,4.784832,6.382708,8,8,7.692478,5.497396,8,7.22734,8,6.21604,7.027972,5.391026,NA,NA,8,6.963137,4.918244,4.937026,4.395908,8,5.921642,4.413602,4.750051,4.719216,7.105363,8,8,8,NA,NA,8,7.124767,8,8,6.936655,4.80095,4.586029,4.873403,8,4.923828,4.762751,4.95414,4.563528,4.697946,8,5.320922,6.944563,6.679791,5.796875,6.219008,6.67132
762521,"S","1201RS81",4.763004,4.638655,4.539127,6.529592,4.535187,4.578782,4.690027,4.956138,4.963009,4.787645,6.5,8,7.911398,7.841355,4.985311,8,7.274072,8,6.451159,7.417445,8,7.650943,5.724093,7.306818,6.411067,4.860844,4.540315,4.41008,8,6.071429,4.42344,4.5777,4.684949,6.798039,8,8,NA,NA,8,8,5.323661,8,8,7.058099,4.625558,4.490925,5.55198,8,4.878836,4.529251,4.886949,4.434561,4.910093,8,5.416667,6.129442,5.886905,5.537895,5.566092,6.869048
762673,"S","1111NS62",7.22479,7.409859,7.525483,7.114407,7.327771,7.349522,7.499412,7.464984,7.242014,7.312214,7.37556,7.650693,7.316018,7.538108,7.425408,7.360845,7.46708,7.411473,7.374554,7.19693,7.383187,7.10443,7.49266,7.238753,7.367428,7.459698,7.160977,7.374599,7.524747,6.998671,7.29084,6.94097,7.728216,7.617563,7.375826,7.175813,7.412806,NA,7.276982,7.411458,7.338187,7.049601,7.385529,7.617072,7.251449,7.50523,6.917484,7.491538,7.359786,6.488791,7.417303,7.131353,7.558915,7.401887,7.526953,7.462746,7.714423,7.330716,7.22973,7.585106
763444,"S","1201NS94",6.599947,6.65266,7.035171,6.091537,4.762294,6.411976,6.56702,7.197415,6.153871,6.425329,6.415213,6.170912,6.27587,6.324564,4.961568,5.991461,5.85279,6.224407,5.437351,5.350817,6.388835,NA,6.097477,6.582103,NA,5.357635,6.317403,7.430009,6.459017,6.634575,6.45905,5.381062,7.283784,6.505399,6.679565,4.974717,6.626741,NA,6.69773,4.949276,6.159613,5.279841,6.390752,6.036458,4.6936,6.648551,6.671958,6.068769,6.614246,6.613365,6.241107,6.018452,6.583278,7.486536,6.405349,5.843932,6.857993,6.256564,6.074573,5.519296
763444,"S","1203RS29",6.735798,6.813684,6.318213,6.032999,4.884699,6.619825,6.562065,6.65516,6.219828,6.513041,6.343001,5.900095,6.375852,6.474355,4.879634,5.690734,5.705699,6.327153,5.443152,4.980742,6.404707,7.106178,5.934969,6.565496,6.639778,5.415535,6.590116,7.494152,6.609843,6.794345,6.624618,5.614194,7.211005,6.526525,6.896081,6.330709,6.596628,NA,6.743942,5.246196,6.15532,5.481855,6.239112,6.402601,5.323636,6.633601,6.799192,5.71371,6.5421,6.426043,6.346827,6.266782,6.598839,7.044837,6.351255,5.643985,7.110778,6.246816,6.266994,5.672784
763525,"S","1209NS45",7.078186,7.387666,6.208767,7.539357,7.338828,7.359411,NA,7.207115,6.61855,7.593177,7.467123,7.721134,6.183775,7.438615,6.606193,7.574045,6.383236,7.197473,NA,NA,7.21624,7.837003,7.578253,7.167823,7.480714,7.046002,7.518224,5.584507,7.212569,8,6.884063,5.686615,7.372492,7.757978,7.458191,7.811772,7.451346,NA,7.567504,7.461529,6.383189,NA,7.814515,7.712923,5.82623,7.228879,NA,7.268439,7.478206,7.575496,7.422355,6.991834,7.092744,7.649344,7.55069,7.483697,7.542368,7.763648,7.584013,7.44207
763525,"S","1209NS50",7.325512,7.412311,6.173499,7.648842,7.397091,7.536787,NA,7.303808,6.724184,7.65539,NA,7.693636,6.174782,7.477937,6.696161,7.703879,6.443385,7.247156,7.400315,NA,7.190865,8,7.783353,7.396594,7.5261,7.144598,7.922933,5.706058,7.55446,8,7.243551,6.072509,7.783046,7.898874,7.641147,8,7.572548,NA,7.785468,7.496777,6.560872,NA,7.91316,7.713003,5.948039,7.394615,NA,7.320151,7.493871,7.532675,7.586509,NA,7.214098,7.737826,7.699912,7.739059,7.521204,7.811217,7.752302,7.469388
763525,"S","1211RS79",7.367334,7.452722,6.232687,7.810612,7.378998,7.561492,6.439379,NA,6.547046,7.740626,7.530072,8,6.442589,7.524769,6.822676,7.721553,6.652974,7.361011,7.313449,NA,6.935139,8,7.412786,7.10151,7.659682,7.048614,8,5.592692,7.321292,8,6.484982,6.819792,7.500585,7.995101,8,7.960035,7.56593,NA,7.65477,7.698694,6.70106,7.70463,8,8,6.200129,7.433932,NA,7.244725,7.512883,7.657781,7.666402,6.963462,7.361955,7.953041,7.856462,7.366199,7.970684,7.776981,7.859662,6.999642
763526,"S","1201NS03",5.591229,5.731269,5.706759,5.544833,4.801646,5.578767,5.11798,5.852891,5.343805,6.172575,NA,5.947339,5.684971,6.19217,5.429719,5.491545,7.194759,5.491063,5.701419,5.519364,5.744582,5.01706,5.497246,5.729018,NA,5.611185,5.714238,5.658581,5.630438,5.581493,5.713727,5.668609,6.025134,5.971741,5.557274,5.4946,5.537279,NA,5.502876,5.514351,5.768588,5.591378,4.629581,5.337197,5.309284,5.588485,5.572529,5.460725,5.540188,4.819249,5.574462,5.290518,5.788588,5.608403,5.570444,5.313467,5.870937,6.078601,5.686516,5.778286
763526,"S","1204RS42",5.513714,5.63246,5.620138,5.642959,4.796091,5.545867,5.363051,5.948539,5.379212,6.095588,5.768569,5.981222,5.451578,5.905136,5.514356,5.578525,7.374941,5.527897,5.773951,NA,5.772727,4.960047,NA,5.614869,5.565504,5.715881,6.12234,5.729156,5.848317,5.772346,5.90119,5.693667,6.203125,5.734417,5.342791,5.48826,5.492171,NA,5.106981,5.396452,5.50373,5.544539,4.922463,5.443852,4.995109,5.669958,5.506105,5.512223,5.558254,4.80229,5.743532,5.248237,5.699451,4.99139,5.596412,5.333048,5.890179,5.970385,5.725554,5.721764
763527,"S","1201NS03",4.196988,4,4.469703,4,4.803245,4,4.156843,4,4,4,NA,4.156569,4,4.438279,4,4.570279,4.258794,4,4.266548,4.359583,4,5.298259,4,4.286082,NA,4.006308,4.587151,4.454872,4.726508,4.497586,4.250174,5.166592,4.567416,4.165761,4,4,4,NA,4,4,4.777177,4.2287,5.187785,4,4,4,4.697154,4,4,4,4,4.314338,4,4.644202,4,4,4,4,4.23913,5.087989
763564,"S","1202NS06",6.514,6.582923,7.470975,6.556301,6.52982,6.238019,6.491433,6.835227,6.214848,6.69122,7.504098,7.384205,6.654372,7.405191,5.993444,6.519777,6.642558,7.119662,6.809488,4.955938,5.418605,6.196078,4.822101,6.255223,6.698232,6.662466,7.287377,6.9297,6.636528,6.940424,6.275796,6.527678,7.379754,6.268119,7.435003,6.038217,7.49659,NA,6.860704,6.078652,7.166202,NA,6.354796,6.201983,5.140515,6.590753,4.972793,6.231602,6.575118,7.397747,6.592599,6.52693,5.402899,6.2452,5.00813,5.14405,6.754854,6.219061,4.906098,4.984188
763564,"S","1204RS42",6.304935,6.939327,7.349977,6.683496,6.330357,6.221377,6.93238,6.621207,6.194272,6.297317,7.035477,7.261395,6.466125,7.360142,5.989527,6.516171,6.415634,7.112586,6.705291,NA,6.114602,5.612857,NA,6.355929,7.348068,7.043657,7.304939,6.79882,6.989148,7.300876,6.581391,7.049321,7.393216,4.925966,7.340049,6.432598,7.555525,NA,6.7862,5.496875,6.834922,4.979263,6.764181,6.27377,5.304523,6.566588,6.064555,6.198538,6.688547,7.345745,6.600519,6.627373,5.129061,7.170337,4.948475,5.503527,6.453349,6.464054,5.113426,5.442096
763579,"S","1202NS06",6.058962,6.011321,7.330481,6.41009,6.630896,6.011521,6.880075,5.8726,6.164108,5.937702,6.637736,7.384128,6.781193,7.106167,6.764472,7.230838,7.094076,7.257967,6.622249,5.897887,6.162011,6.354698,6.257115,6.498711,5.159193,7.252801,6.352086,6.955853,6.674142,6.686005,6.74781,6.006471,7.313278,6.891794,6.532309,6.594664,6.812345,NA,6.162169,6.304968,6.540812,6.370301,6.598674,6.386438,6.211176,6.427875,5.522321,6.232251,6.448295,7.174965,7.314836,6.44062,6.231997,6.278578,6.617457,6.22176,6.293333,6.372763,6.543142,6.414389
763579,"S","1204RS42",5.182836,5.446188,7.30073,6.297619,6.302168,4.898624,6.721812,6.126562,5.980226,5.383117,6.351059,7.32168,6.560797,7.068433,6.913882,7.242067,7.130916,7.249619,6.625332,NA,6.20467,6.251218,NA,6.179409,6.332019,7.292689,6.720842,6.995875,6.733921,6.683077,6.758654,6.139447,7.140053,6.614155,6.419802,6.540896,6.911408,NA,6.134868,6.237353,6.135233,6.259861,6.488716,6.576765,6.005506,6.261644,4.866345,6.326482,6.59698,7.206767,7.199777,6.190826,6.155819,6.078625,6.737856,6.359719,4.962424,6.232788,6.295066,6.642817
