"nsc","prefix","name","BR:BT-549","BR:HS 578T","BR:MCF7","BR:MDA-MB-231","BR:T-47D","CNS:SF-268","CNS:SF-295","CNS:SF-539","CNS:SNB-19","CNS:SNB-75","CNS:U251","CO:COLO 205","CO:HCC-2998","CO:HCT-116","CO:HCT-15","CO:HT29","CO:KM12","CO:SW-620","LC:A549/ATCC","LC:EKVX","LC:HOP-62","LC:HOP-92","LC:NCI-H226","LC:NCI-H23","LC:NCI-H322M","LC:NCI-H460","LC:NCI-H522","LE:CCRF-CEM","LE:HL-60(TB)","LE:K-562","LE:MOLT-4","LE:RPMI-8226","LE:SR","ME:LOX IMVI","ME:M14","ME:MALME-3M","ME:MDA-MB-435","ME:MDA-N","ME:SK-MEL-2","ME:SK-MEL-28","ME:SK-MEL-5","ME:UACC-257","ME:UACC-62","OV:IGROV1","OV:NCI/ADR-RES","OV:OVCAR-3","OV:OVCAR-4","OV:OVCAR-5","OV:OVCAR-8","OV:SK-OV-3","PR:DU-145","PR:PC-3","RE:786-0","RE:A498","RE:ACHN","RE:CAKI-1","RE:RXF 393","RE:SN12C","RE:TK-10","RE:UO-31"
22600,"S","1507NS15",5.80173,5.419286,5.841666,5.733579,5.648078,5.548565,5.390471,5.680173,5.578291,5.786559,5.809057,5.777901,5.730804,NA,5.764465,5.711372,5.514457,5.828156,5.498534,5.430769,5.629018,4.904658,5.646722,5.683559,5.4895,5.400537,5.690894,5.504716,5.60628,5.686379,5.569361,6.366922,5.835531,5.998743,5.783441,5.595688,5.624901,NA,5.435026,5.680991,5.854238,5.682616,5.770842,5.605213,5.456041,5.790543,5.513353,5.482665,5.53578,5.332454,5.745018,5.456058,5.735941,NA,5.701159,5.515515,5.743851,5.557024,5.714636,5.813331
23676,"S","1508NS50",5.727444,5.560692,5.768757,5.678199,5.790976,5.780649,5.741731,5.777265,5.66497,5.890412,5.752144,5.665345,5.698216,5.782359,5.860339,5.875655,5.756472,5.837378,5.59028,5.626697,6.067545,5.737163,5.488236,5.959568,5.628042,5.702905,6.80628,6.54285,5.710532,5.642465,5.632036,5.685746,6.647129,6.536881,5.730462,6.730877,5.769366,NA,5.626415,5.627574,6.345993,NA,5.981839,6.201437,5.604252,5.772845,5.859751,5.719694,5.681213,5.738242,5.491089,5.643155,6.454258,5.720426,5.72571,5.751494,5.876718,5.826763,5.569551,5.754048
24799,"S","1510NS77",5.593417,5.032456,5.999781,5.500412,5.562183,5.327157,4.890079,5.521441,5.16399,4.951142,5.401445,5.686431,5.698524,5.84148,5.672856,5.687977,5.424398,5.850745,4.73795,5.280695,5.11892,5.635721,5.662951,5.48565,4.873183,5.176782,5.769262,5.776779,5.516972,5.584599,5.632601,5.643882,6.418663,5.845565,5.672842,NA,5.646121,NA,5.449306,5.608005,5.532384,NA,5.771937,5.462314,5.612589,5.691453,5.461718,5.261156,5.513661,4.774646,5.538631,5.276584,5.748202,4.866546,5.656465,5.596499,5.763576,5.678746,5.502807,5.790266
25434,"S","1510NS77",8,8,8,NA,NA,5.976517,8,8,NA,8,8,8,NA,8,8,8,8,8,NA,8,8,8,4.817054,NA,6.085638,8,8,8,8,8,8,8,8,8,8,NA,8,NA,8,4,8,NA,8,5.649246,8,8,7.637255,4,8,NA,NA,8,8,8,NA,8,8,8,4.472906,NA
25434,"S","1602RS41",6.012346,8,8,8,NA,6.647465,8,8,8,8,8,8,7.888448,8,8,8,8,8,8,8,8,5.687355,5.944099,8,NA,8,8,8,8,8,8,8,8,8,8,NA,8,NA,8,5.792289,8,4.344413,8,8,6.666892,8,7.459868,7.469008,NA,8,8,8,8,8,7.386486,8,8,7.84863,NA,8
25463,"S","1510NS77",5.570815,5.386995,5.904451,5.643127,6.127049,5.457668,5.19621,5.47677,5.560625,5.753007,5.647302,5.911338,5.59381,5.539586,4.852442,5.490702,5.824116,5.371907,4.929132,5.178954,5.454964,5.749466,5.125312,5.557848,4.738447,5.549292,5.741228,5.434721,5.607603,5.710958,5.400911,6.239311,5.508506,5.429403,5.436354,NA,5.790744,NA,5.573214,5.714648,5.898259,NA,5.713476,5.25,4.191489,5.999262,5.941678,4.916284,5.588387,5.299815,5.270372,5.602556,4.959161,5.133333,4.831937,4.687136,5.461165,5.715035,5.165205,4.735594
27102,"S","1510NS87",5.521249,5.383892,5.559838,5.219773,5.525259,5.381483,5.621966,5.313882,5.433987,5.557754,5.470186,5.436279,5.378091,5.507158,5.473992,5.315062,5.392127,5.352606,5.344802,5.587177,5.159527,6.428022,5.550791,5.646599,5.398486,5.412876,5.583271,5.558966,5.528353,5.578215,5.47093,5.780778,5.541966,5.484136,5.450351,5.606595,5.513337,NA,5.584375,5.33474,5.781121,5.529063,5.423096,5.21124,5.531097,5.53741,5.58394,4.741228,5.359262,5.516265,5.19,5.565212,5.452794,5.781631,5.381243,5.535533,5.603912,5.450652,5.448896,5.693764
27103,"S","1510NS87",5.270545,5.503846,5.406104,4.999072,5.412153,5.153214,5.396281,4.941538,5.259983,5.051173,5.193718,4.960823,5.417992,5.206729,5.238854,4.875126,5.271215,4.809484,4.935897,5.172677,4.786322,6.149212,5.208056,5.390771,5.127479,5.192403,5.534685,5.433217,5.26418,5.329178,5.330863,5.57656,5.215066,5.35268,4.892629,4.700618,5.160844,NA,5.450738,5.020759,5.440386,5.161535,5.47121,4.859033,5.232532,5.42734,5.340415,4.553942,5.142114,5.210983,4.770674,5.46625,5.194019,5.837301,5.032413,5.268071,5.544343,5.336337,5.004341,5.423867
28430,"S","1511NS10",5.356555,4.692873,5.538338,5.63295,5.927558,4.702404,4.621302,5.506436,4.638636,4.760052,4.678692,5.833827,NA,5.538419,5.425135,5.457818,5.088998,5.480054,4.059816,5.523874,4.648051,6.506844,5.013356,5.71499,4.613158,4.777974,6.174385,5.666195,5.70339,NA,5.530831,5.903624,5.533258,5.228911,5.473965,5.824753,5.309486,NA,4.96422,NA,NA,5.631001,NA,5.419359,5.321799,5.556093,5.614234,5.242399,5.428644,4.372973,5.365239,5.589438,5.359987,4.970886,5.71944,5.709927,5.401976,NA,5.393917,6.012205
28430,"S","1603RS69",5.401106,5.055338,5.584603,5.909732,6.224768,5.059714,4.416566,5.389012,4.483996,4.964873,4.904713,5.854644,5.094707,5.68865,5.558309,5.481313,4.941958,5.561611,4.578744,4.919469,4.486054,6.699764,5.656214,5.516356,4.147901,5.097798,6.356333,5.966016,5.768494,5.520319,5.601667,5.734364,5.451265,5.623914,5.481772,5.912702,5.446505,NA,5.130076,5.467738,5.290125,5.714514,5.718016,5.448775,5.328575,5.647251,5.78516,5.394421,5.442336,4.930052,5.425459,5.643363,5.481727,4.780094,5.683783,5.666808,5.4782,5.57762,NA,5.78415
28566,"S","1511NS10",5.762796,5.977691,6.454939,6.693238,5.983273,6.281306,6.559265,6.461739,6.373227,6.245667,6.305732,6.66447,NA,7.244654,6.133858,6.765156,6.389502,6.631226,6.374229,6.324704,6.409716,6.271674,6.025628,6.443982,6.626976,6.750465,6.707325,6.441853,5.782121,NA,6.925593,6.240322,6.806672,6.448613,6.22939,6.146219,6.297483,NA,6.152448,NA,NA,5.788212,NA,6.408665,5.608637,6.433873,6.55,6.480659,6.371018,6.332923,6.519412,6.304584,6.326249,6.376953,6.717264,6.134,6.383021,NA,6.303793,5.952795
28567,"S","1511NS10",5.757787,5.837352,6.479034,6.218691,6.438309,6.328416,6.315581,6.159194,6.360884,6.170518,6.354923,6.434235,NA,6.446626,5.485098,6.499545,6.208448,6.36579,5.845866,5.790174,6.14672,6.435702,5.979965,6.256468,6.041968,6.436108,6.649746,6.467946,5.597917,NA,6.452616,5.810348,6.543671,6.114933,5.902911,6.104863,6.242476,NA,6.200837,NA,NA,5.787004,NA,6.305812,5.129395,6.316884,6.052466,5.583605,6.231319,5.702352,6.351562,6.290383,5.908936,5.862171,6.212043,5.602761,6.193133,NA,5.765331,5.77699
28568,"S","1511NS10",5.736087,5.757944,6.428894,6.345562,6.3598,6.308703,6.286324,6.247535,6.326335,6.215909,6.273635,6.43139,NA,6.433853,5.468166,6.485481,6.156076,6.267488,5.914312,5.763887,6.020933,6.298479,5.893793,6.201181,6.135828,6.423597,6.592211,6.242114,5.547963,NA,6.450857,5.826353,6.622659,6.145744,5.89002,6.206289,6.221765,NA,6.364229,NA,NA,5.71253,NA,6.33981,5.245869,6.428464,6.172723,5.653403,6.114235,5.696643,6.356679,6.235727,5.821408,5.737928,6.182644,5.616618,5.971091,NA,5.770641,5.732891
28569,"S","1511NS10",6.527433,6.735467,6.919772,6.887475,6.688627,6.898984,6.740842,6.719789,6.862792,6.892373,6.827314,6.790604,NA,6.939714,5.445452,6.674189,6.545561,6.677073,6.593797,6.452754,6.834736,6.828671,6.708475,6.843531,6.767457,6.579238,7.38675,6.676566,6.334143,NA,6.613097,6.246528,6.622721,6.615216,6.688543,6.723287,6.746066,NA,6.727566,NA,NA,6.465992,NA,6.647535,4.502403,6.612561,6.943408,6.657514,6.693729,6.576115,6.712862,6.671128,6.62196,6.670132,6.592212,5.581669,6.731557,NA,6.559825,5.667678
30083,"S","1512NS17",5.874514,6.127731,6.484731,6.081191,6.376736,5.231511,6.208071,6.184811,6.059211,6.364391,6.28423,6.232235,5.52598,6.37912,6.483172,6.507285,6.441234,6.402476,6.052544,6.164817,6.321767,5.820728,4.983037,5.929784,5.485119,6.382166,6.621281,5.763227,5.593855,6.846042,6.360367,6.151618,6.708697,6.197151,6.49014,4.779964,7.139224,NA,6.452627,5.388554,6.212131,4.913609,6.133425,6.05696,6.454314,6.386598,5.604167,4.956235,5.962016,5.988956,5.644897,5.590443,5.306244,6.463806,5.613316,5.807339,5.848592,NA,5.419601,5.687457
30083,"S","1603RS69",6.259015,5.855828,6.413047,6.033529,6.066265,5.705394,6.193806,5.97473,5.887579,6.43046,6.190167,5.82832,5.063384,6.368996,6.391181,6.402523,6.324841,6.340732,5.14011,5.800443,5.627717,5.612443,4.949524,5.672239,5.421108,6.337175,6.28582,5.735422,6.447395,6.523313,6.401262,6.193034,6.641924,6.244804,6.477417,NA,6.828617,NA,6.162625,4.873908,6.136356,4.652336,6.454752,6.018368,6.328662,6.350708,5.361472,5.276555,5.398487,5.694351,5.586826,5.54373,5.578642,6.216909,5.601526,5.884559,5.709564,6.080766,NA,5.55562
30417,"S","1512NS23",5.131871,5.442464,5.722723,5.790836,5.715842,5.289347,5.627614,5.437301,5.457272,5.87959,5.740292,5.838167,5.879081,5.782085,5.73791,5.795121,5.732857,5.739853,5.317594,5.390755,4.981934,5.352713,4.650383,5.242586,5.371297,5.782183,4.986958,5.619562,5.765455,6.504408,5.789071,5.772604,6.001984,5.798248,5.729498,5.732393,5.771631,NA,NA,5.741533,5.838771,5.629019,5.727537,5.557329,5.150775,5.562928,5.397059,5.460903,4.872082,5.186216,5.379893,5.496095,5.769368,5.343036,5.462671,5.551245,5.75174,5.533708,5.24655,5.262639
30659,"S","1512NS23",5.71823,5.118936,5.79025,5.731741,5.777877,5.577778,4.903932,5.763074,5.150586,5.779292,5.249216,5.738352,5.264024,5.811378,5.767811,5.742617,4.930785,5.843208,4.859673,5.388736,4.854621,5.70928,5.797314,5.724044,4.763484,4.96531,5.704096,6.262081,5.807884,5.671379,6.004271,5.675016,6.37328,5.840116,5.746031,5.739797,5.516413,NA,NA,5.717777,4.837187,5.420816,5.766493,5.710411,5.109038,5.719157,5.686492,4.986674,5.463501,4.78999,5.089025,5.090377,5.693168,4.878211,5.761035,5.755072,5.753913,5.736683,5.739233,5.788679
31692,"S","1601NS36",6.772763,7.149948,7.47429,6.749321,NA,7.036214,7.379623,7.27095,6.725386,7.181561,7.24033,6.887467,6.550121,7.371885,6.48093,7.155055,7.395052,7.361809,6.635069,6.813802,6.711662,6.468208,4.965517,6.65652,6.354499,7.207018,7.380567,7.186118,7.330045,7.297253,6.545926,6.465472,7.354907,6.8723,7.119679,NA,7.677352,NA,7.246382,4.260309,7.165658,NA,7.284021,6.440299,5.637604,7.472765,6.180887,4,6.529708,7.17303,6.558252,6.979545,6.56647,7.348234,6.069943,6.240169,7.470484,6.362536,6.297297,6.066134
31692,"S","1604RS84",7.172067,7.010131,7.37799,6.596952,NA,6.356841,7.156167,7.447195,6.200723,7.139876,6.90893,6.851774,6.418011,7.398435,6.480263,6.554652,7.140371,7.341787,6.551632,4.664456,6.782939,7.373874,6.312738,6.512138,6.421078,6.938903,6.874741,7.359133,7.694462,7.302357,7.264003,7.288937,7.409637,6.950437,7.525882,4.36497,7.575685,NA,6.453216,7.118293,7.008913,NA,7.366831,6.487313,5.732081,7.3606,6.65493,6.246036,6.505575,6.87907,6.5311,7.159492,7.216371,7.509841,6.452927,6.280103,7.004808,6.171036,4.820588,5.920846
31711,"S","1601NS36",5.859891,5.517494,5.67694,5.628802,6.302104,5.538299,6.027778,5.610206,5.691981,5.414505,6.095939,5.856882,5.567295,6.437629,5.587176,5.757153,5.682603,5.704871,5.486278,6.17977,5.534477,5.954976,5.938066,6.252686,5.450717,6.279603,5.751958,6.096981,6.0524,6.211178,5.906064,6.458649,6.44179,5.90941,5.720706,5.727354,5.639003,NA,5.720886,5.472279,5.907634,5.655989,5.756849,5.57053,5.540103,5.724918,5.774803,5.170366,5.842474,5.722278,5.707797,5.982175,5.636645,5.774422,5.674019,5.620427,5.910426,5.693369,5.705253,5.694304
31778,"S","1601NS36",7.020281,6.403846,6.773032,6.444091,7.130463,6.470917,7.078159,6.510082,6.667156,6.601313,7.192906,6.817896,6.488007,7.397187,6.303286,6.903441,6.96613,6.741023,6.516217,7.213005,6.474273,7.420455,6.987144,7.224535,6.103643,7.306673,6.841609,7.349219,6.881532,7.035696,6.829656,7.570152,7.255024,6.71991,6.550262,6.810562,6.757919,NA,6.63974,6.294215,7.0979,6.838802,6.494327,6.42104,5.599193,6.700237,6.724217,6.436402,6.79714,6.764786,6.512893,7.383581,6.492733,6.510706,6.619371,5.958387,6.779369,6.578319,6.62068,6.507777
31778,"S","1604RS84",8,7.375996,7.7091,7.54311,8,7.528396,7.81464,7.54451,7.662256,7.665189,7.685327,7.802682,7.492472,8,6.683782,7.765895,7.652437,7.56482,7.515698,7.449714,7.540338,7.905308,7.718802,8,7.027633,8,7.791715,7.786408,7.989703,7.81183,7.751406,8,7.86534,7.823837,7.58736,7.721711,7.612639,NA,7.562393,7.345058,7.850866,7.686958,7.506977,7.442568,5.700297,7.720292,7.836842,7.347765,7.605826,7.760417,7.500187,7.913295,7.559647,7.407978,7.604453,6.107925,7.375324,7.685336,7.596105,7.603421
31779,"S","1601NS36",6.874898,6.388135,6.60936,6.472848,7.106481,6.473597,6.863593,6.509584,6.489643,6.595873,6.622353,6.742877,6.449165,7.144,6.504848,6.658657,6.56395,6.501901,6.599162,7.010892,6.492784,7.136364,6.822909,6.981241,6.392917,6.721103,6.660232,6.797521,6.72861,6.764064,6.745338,7.409833,6.87552,6.590726,6.516146,6.708218,6.684949,NA,6.614088,6.338207,7.075089,6.852306,6.544389,6.42067,4.873893,6.568096,6.741509,6.333169,6.596074,6.787856,6.471038,6.785392,6.428836,6.716897,6.535623,6.496469,6.779949,6.570504,6.444351,6.613543
31779,"S","1604RS84",6.972019,5.619269,6.018397,5.751268,7.033051,6.166667,6.568647,5.702871,6.582375,6.166389,6.54212,6.614666,6.411194,6.995222,5.497403,6.57328,6.399721,6.452953,6.49657,5.854188,6.341558,6.925587,6.573897,6.907832,5.594572,6.654015,6.52077,6.493029,6.772626,6.627193,6.481775,7.078981,6.765296,6.468468,6.353669,6.405754,6.486184,NA,6.203239,6.225826,6.723381,6.660422,6.491314,6.245987,4.876581,6.466651,6.463254,5.474472,6.442083,6.426164,6.354687,6.719784,5.65854,6.783136,5.818872,5.526658,5.827038,6.543514,6.121466,5.828758
32149,"S","1606NS35",5.760956,5.706747,5.488652,5.216279,5.631369,5.945397,5.465423,5.592825,5.928612,5.869608,5.960504,5.726315,5.471516,5.321774,4,5.557586,5.509702,5.210519,5.136042,4.709077,5.61875,5.806372,5.534632,5.766703,5.328406,5.487371,5.775711,5.324953,5.501318,5.492973,5.486746,5.637168,5.578244,5.429948,5.296859,5.807465,5.483285,NA,5.669824,5.674795,5.751553,5.631461,5.717028,5.776838,4,5.585057,5.447403,4.953339,5.457246,4.866176,5.190742,5.553006,5.315692,4.841563,4,NA,5.06497,6.296197,5.08643,4.560193
32927,"S","1601NS36",5.800805,5.740456,5.731595,5.861355,5.590986,5.916372,6.145349,5.827813,5.900158,5.867556,6.246183,5.923491,5.767385,5.996645,5.726327,6.287102,5.86781,5.883857,5.717993,5.799627,5.876421,6.694872,5.948738,5.835776,5.565341,5.904868,5.847178,6.183426,6.430422,5.932577,5.931261,6.421082,6.078544,5.845983,5.931241,5.74485,5.794449,NA,5.779319,5.649277,5.806721,5.609755,5.846101,6.290476,4.926243,5.934021,5.817372,5.91077,5.881153,5.672812,5.854233,6.402254,6.014859,5.707212,5.842201,5.688731,6.628797,5.686258,5.954953,5.661997
33413,"S","1602NS48",5.761183,5.680962,5.701436,5.737074,5.718601,5.696719,5.016259,5.634363,5.733955,5.671455,5.727194,5.715144,5.757017,5.745589,4.86034,5.449895,5.749006,5.705093,4.750599,5.425326,5.004765,5.731399,5.165441,5.423632,4.95879,5.321573,5.755953,5.499187,5.801341,5.491033,5.602701,5.72788,5.662097,5.781174,5.786859,5.82822,5.76699,NA,5.709278,5.743844,5.762843,5.591573,5.776877,5.740092,4.629376,5.747057,5.61922,5.385851,5.395345,5.195111,5.257283,5.493944,5.638578,5.505835,4.825103,4.774028,5.831161,5.614358,5.370375,4.907505
33423,"S","1607NS38",5.955566,5.493621,5.963473,5.807228,6.479147,5.789695,5.520811,5.857694,5.740269,5.895228,6.114727,5.818067,5.573278,5.769467,5.831363,5.647338,5.525639,5.932128,5.516492,5.867929,5.619264,5.83716,5.39013,5.589314,5.506856,5.456652,6.489934,6.381948,5.820463,6.211359,5.877445,6.033397,6.160448,5.873292,5.66758,5.850363,5.692205,NA,5.719223,5.837524,5.731591,5.789993,5.730541,5.922719,5.457058,5.805378,5.896836,5.694068,5.606395,4.999174,5.448486,5.502847,5.788856,5.783486,5.790978,NA,5.849582,5.811206,5.73127,5.835064
33467,"S","1602NS48",7.637637,6.140904,7.0312,6.728618,7.796959,6.43427,7.09557,6.752407,7.175532,6.7194,7.320647,6.863071,6.75698,7.485094,6.082588,7.061703,6.875193,6.718055,6.826582,7.355543,6.423976,6.896081,6.654583,7.670051,6.461785,7.297807,7.182193,6.801836,7.530927,7.485438,6.675086,7.699804,6.961699,7.194373,6.691266,6.834434,7.005701,NA,6.759614,6.474,7.314103,6.809524,6.998316,6.512436,5.11571,7.206123,7.46522,6.515055,6.882775,6.768728,7.023885,7.006224,6.5668,6.84349,6.557714,5.733609,6.53534,6.94912,6.817266,6.456641
33467,"S","1604RS89",7.369048,5.848552,7.193099,6.607037,7.681373,6.34924,7.268059,6.77417,7.238933,6.869688,7.391159,6.95231,6.652802,7.477876,5.679447,7.164659,7.102623,6.563689,7.025862,6.852251,7.18066,6.769914,6.981061,7.367843,6.323479,7.306871,7.078535,6.248066,7.524596,7.403035,6.912632,7.375793,7.045838,7.157946,6.790011,6.819565,6.887983,NA,6.766433,6.634158,7.29984,7.059933,6.637161,6.881422,5.374042,7.044187,7.193931,6.506324,7.054444,6.935165,7.02783,7.349138,6.492776,6.810229,6.389151,5.649527,6.794256,6.861869,6.856506,5.86415
33553,"S","1604NS79",5.769644,5.328235,5.850784,5.578332,5.628221,5.504484,5.292991,5.509548,4.982824,5.588154,5.468475,5.65671,5.178902,6.289206,5.770471,5.486552,5.398231,6.048904,4.77608,5.334088,4.914028,5.683587,5.527344,4.980237,4.747548,5.132202,5.744929,6.354497,5.660123,5.862928,5.775509,5.950608,5.987049,5.994636,5.720028,5.561899,5.611624,NA,5.351617,5.54825,5.434798,5.241379,5.733953,5.441555,5.538857,5.731578,5.558615,5.373393,5.504831,4.833067,5.713456,5.734252,5.673118,4.869212,5.787703,5.578443,5.59254,5.445137,NA,5.73026
