"nsc","prefix","name","BR:BT-549","BR:HS 578T","BR:MCF7","BR:MDA-MB-231","BR:T-47D","CNS:SF-268","CNS:SF-295","CNS:SF-539","CNS:SNB-19","CNS:SNB-75","CNS:U251","CO:COLO 205","CO:HCC-2998","CO:HCT-116","CO:HCT-15","CO:HT29","CO:KM12","CO:SW-620","LC:A549/ATCC","LC:EKVX","LC:HOP-62","LC:HOP-92","LC:NCI-H226","LC:NCI-H23","LC:NCI-H322M","LC:NCI-H460","LC:NCI-H522","LE:CCRF-CEM","LE:HL-60(TB)","LE:K-562","LE:MOLT-4","LE:RPMI-8226","LE:SR","ME:LOX IMVI","ME:M14","ME:MALME-3M","ME:MDA-MB-435","ME:MDA-N","ME:SK-MEL-2","ME:SK-MEL-28","ME:SK-MEL-5","ME:UACC-257","ME:UACC-62","OV:IGROV1","OV:NCI/ADR-RES","OV:OVCAR-3","OV:OVCAR-4","OV:OVCAR-5","OV:OVCAR-8","OV:SK-OV-3","PR:DU-145","PR:PC-3","RE:786-0","RE:A498","RE:ACHN","RE:CAKI-1","RE:RXF 393","RE:SN12C","RE:TK-10","RE:UO-31"
4962,"S","p-Toluhydroquinol",0.417241460491264,-0.239784990825943,0.216054289367777,0.887293753459121,0.272535779260774,-0.610603443474831,-0.597355114825637,0.505634088739461,-0.823443386329752,-0.103479717705656,-0.512959035095053,-0.0820882300462437,-1.58869514650824,0.37158587022261,0.3888981221537,-1.06704909654709,-0.212409399102608,0.101477377728313,-1.99558972294065,-0.669541049774819,-0.592687881154493,0.415823527952065,-1.21480195461668,-0.757348742569483,-0.693970526805478,-0.945762270883031,2.43318934496516,2.50285485123235,2.83622212240852,0.640457117045552,1.92548374623173,1.1696583280741,0.184020651441155,0.652293638134119,NA,0.45763569416738,0.302609424044661,NA,-1.99558972294065,-0.421314043225622,-1.36033450795426,-0.874681894565924,0.289498907413313,0.395482474117586,-0.0668676582971685,0.607685419201116,0.476862001901925,0.393216232046294,-0.510659105641621,-1.5746291332198,0.327164463136025,-0.514269780509257,0.0688281794552981,-1.69661420644096,0.469683527016648,0.0992876978891617,0.479798929126746,0.585957057720294,0.175411994059534,0.672683691797165
17647,"S","",-0.663546533370851,-0.304710340703589,2.09661336363827,0.330188924621836,-0.323697263870944,-0.199568011618772,-0.348744115957435,-0.336678707797613,-0.616665360226354,-0.108233480404142,-0.274401087341124,2.61635476196654,2.38502049869301,-0.23510763703459,1.12502291016297,1.68570406084029,-0.384248509228375,-0.29843901891518,-0.723767877735329,-0.306837081085356,-0.496261106564539,0.0323043425947159,-1.50804823442416,-0.406592094925995,-0.603360421151252,-0.240235515575574,-0.161722282174527,-0.243105333922057,-0.706798795592845,2.41841096327124,NA,-0.794975245457436,2.45276230452796,-0.153516395340052,2.50172858006483,-0.29589910156165,2.48556022848777,NA,-0.195990347452454,-0.0932886451310528,-0.365200730538047,-0.742661916157097,-0.567109746993337,-0.36577085070063,-0.399513636727636,-0.458178360872929,-0.603703133833253,-0.544686088239175,-0.906190315150436,-0.651365820009609,-0.500373658748562,-0.248559910533729,-0.296504453869114,-0.138184006473297,-0.379066181008946,-0.479769259839046,-0.297849681219028,-0.518912172799279,-0.375181036305504,-0.266451434287583
17652,"S","N-methyl-N-(4-(3-(pyrrolidin-1-yl)propoxy)benzyl)-4-(2,6...",-1.72373332503214,0.367531337062378,0.948047509853007,0.752666460852391,0.874644936337202,-0.261812646467229,0.747194273957664,0.918795742081855,-0.104457681550945,0.982525625839755,0.401447969646176,0.998951291660202,1.05195228985357,0.221245182797826,1.12363702766088,1.94348474219896,-0.423340798837898,0.135696357505704,-0.873732434232758,-1.31804487364862,-0.0762530044501634,0.217606163337603,-2.27516162250437,-1.49479074376203,-0.705105310621509,0.132033057682112,0.475120662204482,0.300484148658921,-0.195824688915829,0.911095831847842,NA,0.183728986344286,1.97930131321653,0.91747853236898,0.854534725375213,0.909620799773055,1.11986750124754,NA,0.159685356516203,0.903741916791864,0.851621081770699,0.52254931700421,0.602883934262422,-0.248491832112842,-1.50405370238805,-0.709481846119123,-1.11167089013181,0.0561205016028357,-0.716231787136247,-1.61479036963211,-1.54947315711883,0.0241280878161877,0.335845462863288,-1.49975607807139,0.0203980169933244,-1.61279937983569,0.33584849790871,-1.57575361542247,-1.74374641454065,0.056991559638769
19502,"S","",-0.267395321144023,-0.718216410535016,1.63758595788906,0.658319360546971,1.31646488124181,-0.586468824545793,-1.08698646779386,-0.00441027935417647,0.483525719795356,-0.968716192271179,0.925392496336699,1.13180010379929,-1.16260562805501,-0.732927906941713,1.13822962483992,-0.128491807532239,-1.2462340673602,1.15097112540309,-1.51574031257481,-0.938933522412364,-1.05067789284956,0.690847800268843,-1.39651795075543,-0.914367345127291,-1.39993370727172,-1.1686214029519,1.98341896330385,0.885837424662187,0.714158634140498,1.6407313689137,0.887325500281464,0.0534201475561415,2.12103187104678,0.943216492142959,0.472345170592695,1.15299989200568,0.340376606549423,NA,-1.24309805965701,0.605641953790613,0.123119916965247,-1.02547934219705,0.66114035698162,0.462718520259453,-0.801052620008141,0.225364581908759,-0.965354504853221,-0.888188498213743,-0.854512853275113,-1.54868249844043,-1.02927358240166,-0.816278948264163,0.248814114771784,NA,1.02542502990937,-0.759459378409593,-0.0352790328403288,-0.0596947569822223,0.611323910776071,1.02205158833961
19646,"S","WLN: T66 BNJ BO C1 ENW",0.327642265426119,-1.11029054903888,1.57634410360069,0.316956902944874,-0.159518673151531,-0.187938646717,0.366412854979926,0.0371679195596512,-0.289068316913827,-0.253523982255591,-0.20232011039839,0.870764700133885,0.767617042859198,1.60262762137135,0.454768806495591,1.31560333060839,0.509972159819076,1.23417472198409,0.218711583702704,-1.82566075709311,0.441141138049667,0.0271164644146666,-0.493085520982755,-0.3955990571653,0.110244080304791,1.96920414958187,-0.725222874762652,-1.64865851216921,-1.59507643529294,0.594193521090708,-0.855119482697756,1.38979972800371,2.04898932756136,-1.0937076119154,0.240582436466131,-1.24627291799492,-0.0490537077835119,NA,0.352545502648537,-1.36709284484306,0.520539873052528,-1.27582661785303,0.193682309671003,-1.76508592941695,-0.459685660218822,-0.189881705734094,-1.81281461603525,-1.55919311831627,-0.650053124442953,-1.52147630003608,1.22804557351732,0.548391445125707,0.586825130752175,0.272669276927064,1.20088786710417,-0.455523848648141,0.472909671903823,0.111184119629559,0.448239650873433,0.329216971250687
20535,"S","",-1.0627358179644,-0.826546456135285,1.11038390681481,1.04217380807794,0.447624974025177,-0.67821937786545,-0.12341492730706,-0.67184447841874,-0.402076228360552,-2.2654156003173,0.215676709541062,1.55078740717755,0.457565045927531,0.667814796120267,1.23467456588183,1.1029195754876,-0.492817156742756,0.705772617358053,0.310679940754993,-1.25461631528159,-0.516601760790705,-1.14554059293977,-0.791162450848749,-1.00979366966955,-0.883220770093745,0.524364979797186,-1.66328315407451,-0.321015604668322,-0.987758518276414,1.30399265130008,0.732597558065203,0.907312213878487,1.14718867971192,0.62288832180747,1.5237080006297,1.52483719279781,1.42710640585387,NA,-0.952249930755366,1.47627397751167,1.55924309500915,1.3254526038658,1.45489619620701,-0.596623315633411,-0.752056882641971,-1.78239967438063,-1.23231874599023,-0.637014466472894,-0.76586695587164,-0.845888510714346,-0.415411828824749,-0.050051895296009,-0.143128077903805,NA,-0.206914181972667,-0.660178810034139,0.560218156477513,-0.466363312053292,-0.731808293505416,0.398184381725791
21531,"S","",1.0560353843688,0.153001553081758,1.26120627736253,-0.705431562740301,0.626270859425927,-0.702989466893165,0.567603545183861,-0.180789555300565,-0.463109771963118,0.325326098559545,3.02284109876462,0.10579720235562,0.33393519909458,NA,-0.953442074842326,0.544218339425889,-1.31537905053676,0.284744863807933,0.154072147629527,0.824470218101177,0.139201019221877,-1.95240497853706,-1.10306241405259,0.44651866834304,0.598482912776233,-0.0870396812623049,0.0314764021517646,-2.02906334908487,-0.240321580523523,0.41981715343857,-1.91185858561984,1.009052754407,0.332307135196491,0.655838907069253,0.97417291073819,0.579905880164759,0.865304848012024,NA,0.256313926941676,0.983969801082143,0.736028972648909,-0.771494848192559,1.19119636230517,-0.724477376396359,-2.07058531336514,0.541693890152001,0.0224903763173642,-2.16240621675372,1.11088593402488,-0.116981486765503,-0.226619237287848,0.89231043710758,-0.422341658281569,NA,-0.377639584752885,-1.79526513797648,-0.629340163861283,0.922930074661733,-0.173703993160434,-0.853674065772216
22227,"S","",0.309346491582335,-0.731673383657247,1.58048103721662,0.156021766807314,1.07277141768239,-0.112528882038323,-1.03659087982158,-0.564972079190026,-0.349954048393667,-0.0758196123460358,1.17513217770035,0.0599343413817911,-0.496401340108743,0.0057325034374246,0.506658710020557,0.542794143495488,-2.56052590038343,0.265507574920347,-1.76465742264591,-0.417094343473754,-0.792439664512396,-0.241217068803223,-1.26381124010292,-0.291533362114629,-1.31691771568444,-1.00645028985716,2.39682514469116,1.72387962454223,-0.00207606996174878,1.71585707390637,1.43585322424725,-0.10875139352715,2.50975756024914,0.699795615100653,0.136532393289933,0.0552387294153374,-0.161905444166335,NA,-0.228791608706607,0.0373219141220782,-0.222863501153721,0.0215478491483351,0.0113048128245539,-0.00473167382053452,-0.559050427570164,1.75150569343507,0.075247805783194,-0.42877817327628,-0.170754030417919,-1.72979922240536,-0.393205567699806,-0.34211412839538,0.737818175851919,-0.684559137117974,-0.261657170856167,-0.00553413984623345,-0.180698832968218,-0.160658996388022,-0.287979898005921,-0.355008523700879
22600,"S","",0.798438888285962,-1.12151206946303,0.998926179101515,0.456306242142861,0.0270728724508387,-0.472503744409342,-1.26616955355884,0.188196660479815,-0.323272844800388,0.722277212380441,0.835222000761061,0.678812194254415,0.442375146589648,NA,0.611360590703792,0.344822336214852,-0.643733224455838,0.93110307966947,-0.723670101750911,-1.0638649450531,-0.0686124180876324,-3.7050550757187,0.0202654614345636,0.205195107162042,-0.769022720571721,-1.21563607325662,0.242018381354053,-0.69263513500858,-0.182762057975556,0.219352112372875,-0.368103361301364,3.63582402627235,0.968127162446029,1.7874864299888,0.706624183214705,-0.235936171164617,-0.0892806416525267,NA,-1.04249389144228,0.192303196033878,1.06204031722584,0.200461044781259,0.643374499295807,-0.18811862696845,-0.936994081333879,0.742277747401709,-0.64927554138944,-0.803335887456843,-0.536687188246403,-1.55742734480598,0.513732477109787,-0.936908737685446,0.468163989060591,NA,0.293550884364409,-0.638421837394471,0.507873886655518,-0.430037748991453,0.361208316714199,0.856678398020316
23676,"S","",-0.371848132725708,-0.914714980496317,-0.237352246127964,-0.532166917018932,-0.165017530558645,-0.198637432790263,-0.325336314851869,-0.209654160702708,-0.575234379653007,0.158699773431224,-0.291436436674481,-0.5740135543081,-0.467000887874907,-0.193070469217488,0.0607960918381644,0.110657854458432,-0.277346484427127,-0.0139542301469435,-0.818390233016007,-0.699833442121371,0.735362322283118,-0.340207595319966,-1.15059797033792,0.383839500237643,-0.695454748550972,-0.451735687762187,3.14033941873666,2.28273403044619,-0.426905728013901,-0.648500178018712,-0.682452144744144,-0.507597400010892,2.62221788682376,2.26330174648953,-0.362022930349894,2.89486236945121,-0.235369625767835,NA,-0.700751502780743,-0.696978338581415,1.64185932398643,NA,0.456343503588123,1.17125231449732,-0.772903908431889,-0.224043622101347,0.0588818376973512,-0.397078523187127,-0.522354736780132,-0.336694873860887,-1.14130993111387,-0.646253859384081,1.9943197398968,-0.394695472113868,-0.377493229120559,-0.293552533938988,0.114118487369463,-0.0485117262434538,-0.885874202548229,-0.285237899456607
