""	"nsc_exp_name"	"nsc"	"experiment"	"used_in_zscore"
"201434_0009NS23"	"201434_0009NS23"	"201434"	"0009NS23"	TRUE
"201438_0001MD10"	"201438_0001MD10"	"201438"	"0001MD10"	TRUE
"201459_9707RM50"	"201459_9707RM50"	"201459"	"9707RM50"	TRUE
"201618_1305NS81"	"201618_1305NS81"	"201618"	"1305NS81"	TRUE
"201618_1311RS84"	"201618_1311RS84"	"201618"	"1311RS84"	TRUE
"201628_0711NS60"	"201628_0711NS60"	"201628"	"0711NS60"	TRUE
"201631_0907NS74"	"201631_0907NS74"	"201631"	"0907NS74"	TRUE
"201631_0909RS54"	"201631_0909RS54"	"201631"	"0909RS54"	TRUE
"201646_1004NS26"	"201646_1004NS26"	"201646"	"1004NS26"	TRUE
"201656_9908MD73"	"201656_9908MD73"	"201656"	"9908MD73"	TRUE
"201724_0204NS71"	"201724_0204NS71"	"201724"	"0204NS71"	TRUE
"201835_0001MD10"	"201835_0001MD10"	"201835"	"0001MD10"	TRUE
"201857_1207NS11"	"201857_1207NS11"	"201857"	"1207NS11"	TRUE
"201857_1211RS65"	"201857_1211RS65"	"201857"	"1211RS65"	TRUE
"201863_9905NS41"	"201863_9905NS41"	"201863"	"9905NS41"	TRUE
"201868_9905NS41"	"201868_9905NS41"	"201868"	"9905NS41"	TRUE
"201873_9905NS41"	"201873_9905NS41"	"201873"	"9905NS41"	TRUE
"201873_9906RS55"	"201873_9906RS55"	"201873"	"9906RS55"	TRUE
"202000_9704MD31"	"202000_9704MD31"	"202000"	"9704MD31"	TRUE
"202003_1207NS11"	"202003_1207NS11"	"202003"	"1207NS11"	TRUE
"202003_1211RS65"	"202003_1211RS65"	"202003"	"1211RS65"	TRUE
"202062_1207NS11"	"202062_1207NS11"	"202062"	"1207NS11"	TRUE
"202386_0809NS44"	"202386_0809NS44"	"202386"	"0809NS44"	TRUE
"202386_0812RS99"	"202386_0812RS99"	"202386"	"0812RS99"	TRUE
"202554_0104NS83"	"202554_0104NS83"	"202554"	"0104NS83"	TRUE
"202858_9104EC89"	"202858_9104EC89"	"202858"	"9104EC89"	TRUE
"202858_9104EG71"	"202858_9104EG71"	"202858"	"9104EG71"	TRUE
"203017_9202MD34"	"203017_9202MD34"	"203017"	"9202MD34"	TRUE
"203308_0204NS71"	"203308_0204NS71"	"203308"	"0204NS71"	TRUE
"204232_0809NS44"	"204232_0809NS44"	"204232"	"0809NS44"	TRUE
"204232_0812RS99"	"204232_0812RS99"	"204232"	"0812RS99"	TRUE
"204667_9905MD41"	"204667_9905MD41"	"204667"	"9905MD41"	TRUE
"204682_0204NS71"	"204682_0204NS71"	"204682"	"0204NS71"	TRUE
"204686_9206NS14"	"204686_9206NS14"	"204686"	"9206NS14"	TRUE
"204985_8905NS30"	"204985_8905NS30"	"204985"	"8905NS30"	TRUE
"204985_8905NS33"	"204985_8905NS33"	"204985"	"8905NS33"	TRUE
"204985_8905SC89"	"204985_8905SC89"	"204985"	"8905SC89"	TRUE
"204985_8905SR24"	"204985_8905SR24"	"204985"	"8905SR24"	TRUE
"204985_8906SR32"	"204985_8906SR32"	"204985"	"8906SR32"	TRUE
"205098_0904NS81"	"205098_0904NS81"	"205098"	"0904NS81"	TRUE
"205098_0907RS71"	"205098_0907RS71"	"205098"	"0907RS71"	TRUE
"205105_1004NS26"	"205105_1004NS26"	"205105"	"1004NS26"	TRUE
"205105_1006RS65"	"205105_1006RS65"	"205105"	"1006RS65"	TRUE
"205357_0104NS83"	"205357_0104NS83"	"205357"	"0104NS83"	TRUE
"205357_0110NS31"	"205357_0110NS31"	"205357"	"0110NS31"	TRUE
"205506_1305NS81"	"205506_1305NS81"	"205506"	"1305NS81"	TRUE
"205506_1311RS84"	"205506_1311RS84"	"205506"	"1311RS84"	TRUE
"205555_0904NS81"	"205555_0904NS81"	"205555"	"0904NS81"	TRUE
"205555_0907RS78"	"205555_0907RS78"	"205555"	"0907RS78"	TRUE
"205795_0904NS74"	"205795_0904NS74"	"205795"	"0904NS74"	TRUE
"205795_0906RS52"	"205795_0906RS52"	"205795"	"0906RS52"	TRUE
"205862_9904MD40"	"205862_9904MD40"	"205862"	"9904MD40"	TRUE
"206381_0204NS71"	"206381_0204NS71"	"206381"	"0204NS71"	TRUE
"207111_8905NS31"	"207111_8905NS31"	"207111"	"8905NS31"	TRUE
"207111_8905SC87"	"207111_8905SC87"	"207111"	"8905SC87"	TRUE
"207895_9904MD40"	"207895_9904MD40"	"207895"	"9904MD40"	TRUE
"207895_9906RS55"	"207895_9906RS55"	"207895"	"9906RS55"	TRUE
"207896_1305NS81"	"207896_1305NS81"	"207896"	"1305NS81"	TRUE
"207896_1311RS84"	"207896_1311RS84"	"207896"	"1311RS84"	TRUE
"208652_9208RM92"	"208652_9208RM92"	"208652"	"9208RM92"	TRUE
"208652_9302ES18"	"208652_9302ES18"	"208652"	"9302ES18"	TRUE
"208706_0103NS65"	"208706_0103NS65"	"208706"	"0103NS65"	TRUE
"208731_9604MD31"	"208731_9604MD31"	"208731"	"9604MD31"	TRUE
"208731_9605RS37"	"208731_9605RS37"	"208731"	"9605RS37"	TRUE
"208733_9604MD31"	"208733_9604MD31"	"208733"	"9604MD31"	TRUE
"208733_9605RS37"	"208733_9605RS37"	"208733"	"9605RS37"	TRUE
"208734_2009SS52"	"208734_2009SS52"	"208734"	"2009SS52"	TRUE
"208734_9009MD08"	"208734_9009MD08"	"208734"	"9009MD08"	TRUE
"208734_9009NS60"	"208734_9009NS60"	"208734"	"9009NS60"	TRUE
"208746_1207NS11"	"208746_1207NS11"	"208746"	"1207NS11"	TRUE
"208759_9502MD19"	"208759_9502MD19"	"208759"	"9502MD19"	TRUE
"208885_1006NS62"	"208885_1006NS62"	"208885"	"1006NS62"	TRUE
"208914_8905NS30"	"208914_8905NS30"	"208914"	"8905NS30"	TRUE
"208915_8905NS30"	"208915_8905NS30"	"208915"	"8905NS30"	TRUE
"208916_8905NS31"	"208916_8905NS31"	"208916"	"8905NS31"	TRUE
"208959_8905NS31"	"208959_8905NS31"	"208959"	"8905NS31"	TRUE
"208959_8905SC87"	"208959_8905SC87"	"208959"	"8905SC87"	TRUE
"209759_9604SR31"	"209759_9604SR31"	"209759"	"9604SR31"	TRUE
"209835_8909MD20"	"209835_8909MD20"	"209835"	"8909MD20"	TRUE
"209835_8909MD21"	"209835_8909MD21"	"209835"	"8909MD21"	TRUE
"209835_8909MD22"	"209835_8909MD22"	"209835"	"8909MD22"	TRUE
"209835_8909NS59"	"209835_8909NS59"	"209835"	"8909NS59"	TRUE
"209835_8909NS61"	"209835_8909NS61"	"209835"	"8909NS61"	TRUE
"209835_8909SC18"	"209835_8909SC18"	"209835"	"8909SC18"	TRUE
"209835_8909SC19"	"209835_8909SC19"	"209835"	"8909SC19"	TRUE
"209835_8909SC20"	"209835_8909SC20"	"209835"	"8909SC20"	TRUE
"209835_8909SR53"	"209835_8909SR53"	"209835"	"8909SR53"	TRUE
"209835_9006RM89"	"209835_9006RM89"	"209835"	"9006RM89"	TRUE
"209835_9211EG24"	"209835_9211EG24"	"209835"	"9211EG24"	TRUE
"209835_9301ES07"	"209835_9301ES07"	"209835"	"9301ES07"	TRUE
"209835_9303ES24"	"209835_9303ES24"	"209835"	"9303ES24"	TRUE
"209870_8905NS31"	"209870_8905NS31"	"209870"	"8905NS31"	TRUE
"209926_0904NS81"	"209926_0904NS81"	"209926"	"0904NS81"	TRUE
"209926_0907RS71"	"209926_0907RS71"	"209926"	"0907RS71"	TRUE
"209931_9904MD40"	"209931_9904MD40"	"209931"	"9904MD40"	TRUE
"209931_9906RS55"	"209931_9906RS55"	"209931"	"9906RS55"	TRUE
"210236_9604MD31"	"210236_9604MD31"	"210236"	"9604MD31"	TRUE
"210236_9605RS37"	"210236_9605RS37"	"210236"	"9605RS37"	TRUE
"210486_9101SR62"	"210486_9101SR62"	"210486"	"9101SR62"	TRUE
"210717_8905NS31"	"210717_8905NS31"	"210717"	"8905NS31"	TRUE
"210717_8905NS32"	"210717_8905NS32"	"210717"	"8905NS32"	TRUE
"210717_8905SC87"	"210717_8905SC87"	"210717"	"8905SC87"	TRUE
"210717_8905SC88"	"210717_8905SC88"	"210717"	"8905SC88"	TRUE
"210717_8905SR26"	"210717_8905SR26"	"210717"	"8905SR26"	TRUE
"210739_9904MD40"	"210739_9904MD40"	"210739"	"9904MD40"	TRUE
"210753_8905NS31"	"210753_8905NS31"	"210753"	"8905NS31"	TRUE
"210753_8905NS32"	"210753_8905NS32"	"210753"	"8905NS32"	TRUE
"210753_8905SC88"	"210753_8905SC88"	"210753"	"8905SC88"	TRUE
"210753_8905SR26"	"210753_8905SR26"	"210753"	"8905SR26"	TRUE
"210760_8905SC87"	"210760_8905SC87"	"210760"	"8905SC87"	TRUE
"210761_8905NS31"	"210761_8905NS31"	"210761"	"8905NS31"	TRUE
"210924_1305NS81"	"210924_1305NS81"	"210924"	"1305NS81"	TRUE
"211193_9904MD40"	"211193_9904MD40"	"211193"	"9904MD40"	TRUE
"211332_9904MD40"	"211332_9904MD40"	"211332"	"9904MD40"	TRUE
"211370_9101SR62"	"211370_9101SR62"	"211370"	"9101SR62"	TRUE
"211488_9502MD19"	"211488_9502MD19"	"211488"	"9502MD19"	TRUE
"211488_9508SR58"	"211488_9508SR58"	"211488"	"9508SR58"	TRUE
"211489_9502MD19"	"211489_9502MD19"	"211489"	"9502MD19"	TRUE
"211489_9508SR58"	"211489_9508SR58"	"211489"	"9508SR58"	TRUE
"211490_0712NS70"	"211490_0712NS70"	"211490"	"0712NS70"	TRUE
"211490_0801RS05"	"211490_0801RS05"	"211490"	"0801RS05"	TRUE
"211500_8905SC90"	"211500_8905SC90"	"211500"	"8905SC90"	TRUE
"211500_8906SC94"	"211500_8906SC94"	"211500"	"8906SC94"	TRUE
"212068_0204NS10"	"212068_0204NS10"	"212068"	"0204NS10"	TRUE
"212143_9101SR62"	"212143_9101SR62"	"212143"	"9101SR62"	TRUE
"212183_9103SC59"	"212183_9103SC59"	"212183"	"9103SC59"	TRUE
"212446_9011NS80"	"212446_9011NS80"	"212446"	"9011NS80"	TRUE
"212446_9305MD55"	"212446_9305MD55"	"212446"	"9305MD55"	TRUE
"212509_8905NS36"	"212509_8905NS36"	"212509"	"8905NS36"	TRUE
"212509_8905SR29"	"212509_8905SR29"	"212509"	"8905SR29"	TRUE
"212509_8906SR36"	"212509_8906SR36"	"212509"	"8906SR36"	TRUE
"213989_1004NS36"	"213989_1004NS36"	"213989"	"1004NS36"	TRUE
"215139_8905NS36"	"215139_8905NS36"	"215139"	"8905NS36"	TRUE
"215139_8906SR36"	"215139_8906SR36"	"215139"	"8906SR36"	TRUE
"215153_9001NS96"	"215153_9001NS96"	"215153"	"9001NS96"	TRUE
"215153_9001SC54"	"215153_9001SC54"	"215153"	"9001SC54"	TRUE
"215254_9010SC22"	"215254_9010SC22"	"215254"	"9010SC22"	TRUE
"215721_1010NS35"	"215721_1010NS35"	"215721"	"1010NS35"	TRUE
"215999_1207NS11"	"215999_1207NS11"	"215999"	"1207NS11"	TRUE
"215999_1211RS65"	"215999_1211RS65"	"215999"	"1211RS65"	TRUE
"216128_9001NS96"	"216128_9001NS96"	"216128"	"9001NS96"	TRUE
"216128_9503RM23"	"216128_9503RM23"	"216128"	"9503RM23"	TRUE
"216135_9205NS05"	"216135_9205NS05"	"216135"	"9205NS05"	TRUE
"216135_9207RC47"	"216135_9207RC47"	"216135"	"9207RC47"	TRUE
"216183_1010NS35"	"216183_1010NS35"	"216183"	"1010NS35"	TRUE
"217697_1010NS35"	"217697_1010NS35"	"217697"	"1010NS35"	TRUE
"218321_8908AG44"	"218321_8908AG44"	"218321"	"8908AG44"	TRUE
"218321_8909AG52"	"218321_8909AG52"	"218321"	"8909AG52"	TRUE
"218321_8912MD42"	"218321_8912MD42"	"218321"	"8912MD42"	TRUE
"218439_9001NS96"	"218439_9001NS96"	"218439"	"9001NS96"	TRUE
"218439_9001SC54"	"218439_9001SC54"	"218439"	"9001SC54"	TRUE
"218440_9001NS96"	"218440_9001NS96"	"218440"	"9001NS96"	TRUE
"218440_9001SC54"	"218440_9001SC54"	"218440"	"9001SC54"	TRUE
"218457_9001NS96"	"218457_9001NS96"	"218457"	"9001NS96"	TRUE
"218457_9001SC54"	"218457_9001SC54"	"218457"	"9001SC54"	TRUE
"218476_0001MD10"	"218476_0001MD10"	"218476"	"0001MD10"	TRUE
"218476_0003RM22"	"218476_0003RM22"	"218476"	"0003RM22"	TRUE
"219241_0904NS74"	"219241_0904NS74"	"219241"	"0904NS74"	TRUE
"219498_1006NS62"	"219498_1006NS62"	"219498"	"1006NS62"	TRUE
"219733_9011NS80"	"219733_9011NS80"	"219733"	"9011NS80"	TRUE
"219733_9305MD55"	"219733_9305MD55"	"219733"	"9305MD55"	TRUE
"219734_9011NS80"	"219734_9011NS80"	"219734"	"9011NS80"	TRUE
"219734_9305MD55"	"219734_9305MD55"	"219734"	"9305MD55"	TRUE
"219977_1305NS81"	"219977_1305NS81"	"219977"	"1305NS81"	TRUE
"219977_1311RS84"	"219977_1311RS84"	"219977"	"1311RS84"	TRUE
"220334_0904NS81"	"220334_0904NS81"	"220334"	"0904NS81"	TRUE
"220334_0907RS71"	"220334_0907RS71"	"220334"	"0907RS71"	TRUE
"220471_8906NS42"	"220471_8906NS42"	"220471"	"8906NS42"	TRUE
"220589_1004NS30"	"220589_1004NS30"	"220589"	"1004NS30"	TRUE
"220589_1006RS65"	"220589_1006RS65"	"220589"	"1006RS65"	TRUE
"221019_9312SC19"	"221019_9312SC19"	"221019"	"9312SC19"	TRUE
"221154_0904NS81"	"221154_0904NS81"	"221154"	"0904NS81"	TRUE
"221154_0907RS71"	"221154_0907RS71"	"221154"	"0907RS71"	TRUE
"221265_0902NS55"	"221265_0902NS55"	"221265"	"0902NS55"	TRUE
"221265_0904RS77"	"221265_0904RS77"	"221265"	"0904RS77"	TRUE
"221266_0204NS10"	"221266_0204NS10"	"221266"	"0204NS10"	TRUE
"221266_0206RS21"	"221266_0206RS21"	"221266"	"0206RS21"	TRUE
"221659_1305NS81"	"221659_1305NS81"	"221659"	"1305NS81"	TRUE
"221659_1311RS84"	"221659_1311RS84"	"221659"	"1311RS84"	TRUE
"221662_9102BS04"	"221662_9102BS04"	"221662"	"9102BS04"	TRUE
"221662_9103BG63"	"221662_9103BG63"	"221662"	"9103BG63"	TRUE
"221662_9103BG64"	"221662_9103BG64"	"221662"	"9103BG64"	TRUE
"221662_9301ES07"	"221662_9301ES07"	"221662"	"9301ES07"	TRUE
"222722_0204NS71"	"222722_0204NS71"	"222722"	"0204NS71"	TRUE
"224070_9109MD97"	"224070_9109MD97"	"224070"	"9109MD97"	TRUE
"224070_9211EG24"	"224070_9211EG24"	"224070"	"9211EG24"	TRUE
"224131_8904NS22"	"224131_8904NS22"	"224131"	"8904NS22"	TRUE
"224131_8904SA77"	"224131_8904SA77"	"224131"	"8904SA77"	TRUE
"224131_8904SA83"	"224131_8904SA83"	"224131"	"8904SA83"	TRUE
"224131_9403AG16"	"224131_9403AG16"	"224131"	"9403AG16"	TRUE
"224131_9403SA38"	"224131_9403SA38"	"224131"	"9403SA38"	TRUE
"224131_9403SS94"	"224131_9403SS94"	"224131"	"9403SS94"	TRUE
"224369_9302RC12"	"224369_9302RC12"	"224369"	"9302RC12"	TRUE
"224369_9305RS55"	"224369_9305RS55"	"224369"	"9305RS55"	TRUE
"225112_0904NS81"	"225112_0904NS81"	"225112"	"0904NS81"	TRUE
"225112_0907RS71"	"225112_0907RS71"	"225112"	"0907RS71"	TRUE
"226080_1101NS86"	"226080_1101NS86"	"226080"	"1101NS86"	TRUE
"226080_9402AG15"	"226080_9402AG15"	"226080"	"9402AG15"	TRUE
"226080_9402SS93"	"226080_9402SS93"	"226080"	"9402SS93"	TRUE
"226080_9403AG16"	"226080_9403AG16"	"226080"	"9403AG16"	TRUE
"226080_9403SM25"	"226080_9403SM25"	"226080"	"9403SM25"	TRUE
"226080_9403SS94"	"226080_9403SS94"	"226080"	"9403SS94"	TRUE
"226798_9904MD40"	"226798_9904MD40"	"226798"	"9904MD40"	TRUE
"226798_9907RM63"	"226798_9907RM63"	"226798"	"9907RM63"	TRUE
"227185_9101SR65"	"227185_9101SR65"	"227185"	"9101SR65"	TRUE
"227185_9104RM64"	"227185_9104RM64"	"227185"	"9104RM64"	TRUE
"227262_9604SR30"	"227262_9604SR30"	"227262"	"9604SR30"	TRUE
"227262_9712RS21"	"227262_9712RS21"	"227262"	"9712RS21"	TRUE
"227279_9101SR62"	"227279_9101SR62"	"227279"	"9101SR62"	TRUE
"227279_9103RM50"	"227279_9103RM50"	"227279"	"9103RM50"	TRUE
"227279_9211EG24"	"227279_9211EG24"	"227279"	"9211EG24"	TRUE
"227279_9301ES07"	"227279_9301ES07"	"227279"	"9301ES07"	TRUE
"227279_9303ES24"	"227279_9303ES24"	"227279"	"9303ES24"	TRUE
"227279_9303SC52"	"227279_9303SC52"	"227279"	"9303SC52"	TRUE
"228082_0902NS55"	"228082_0902NS55"	"228082"	"0902NS55"	TRUE
"228082_0904RS77"	"228082_0904RS77"	"228082"	"0904RS77"	TRUE
"228099_1207NS11"	"228099_1207NS11"	"228099"	"1207NS11"	TRUE
"228120_0901NS21"	"228120_0901NS21"	"228120"	"0901NS21"	TRUE
"228120_0903RS83"	"228120_0903RS83"	"228120"	"0903RS83"	TRUE
"228132_9909NS77"	"228132_9909NS77"	"228132"	"9909NS77"	TRUE
"228132_9911RS90"	"228132_9911RS90"	"228132"	"9911RS90"	TRUE
"228155_0807NS75"	"228155_0807NS75"	"228155"	"0807NS75"	TRUE
"228155_0809RS22"	"228155_0809RS22"	"228155"	"0809RS22"	TRUE
"228178_0204SE72"	"228178_0204SE72"	"228178"	"0204SE72"	TRUE
"230683_0001MD10"	"230683_0001MD10"	"230683"	"0001MD10"	TRUE
"230683_0003RM22"	"230683_0003RM22"	"230683"	"0003RM22"	TRUE
"231660_0204NS71"	"231660_0204NS71"	"231660"	"0204NS71"	TRUE
"231984_9303SR17"	"231984_9303SR17"	"231984"	"9303SR17"	TRUE
"231984_9304RS52"	"231984_9304RS52"	"231984"	"9304RS52"	TRUE
"231986_9307MD70"	"231986_9307MD70"	"231986"	"9307MD70"	TRUE
"232002_8906SR32"	"232002_8906SR32"	"232002"	"8906SR32"	TRUE
"233872_8905NS31"	"233872_8905NS31"	"233872"	"8905NS31"	TRUE
"233872_8905NS32"	"233872_8905NS32"	"233872"	"8905NS32"	TRUE
"233872_8905SC88"	"233872_8905SC88"	"233872"	"8905SC88"	TRUE
"233898_1211NS75"	"233898_1211NS75"	"233898"	"1211NS75"	TRUE
"233898_9702MD12"	"233898_9702MD12"	"233898"	"9702MD12"	TRUE
"234214_0001MD10"	"234214_0001MD10"	"234214"	"0001MD10"	TRUE
"234214_0003RM22"	"234214_0003RM22"	"234214"	"0003RM22"	TRUE
"234486_9211NS87"	"234486_9211NS87"	"234486"	"9211NS87"	TRUE
"234669_8905NS30"	"234669_8905NS30"	"234669"	"8905NS30"	TRUE
"234669_8905SR24"	"234669_8905SR24"	"234669"	"8905SR24"	TRUE
"234714_9001NS96"	"234714_9001NS96"	"234714"	"9001NS96"	TRUE
"234714_9001SC54"	"234714_9001SC54"	"234714"	"9001SC54"	TRUE
"236580_9704NS46"	"236580_9704NS46"	"236580"	"9704NS46"	TRUE
"236580_9706NS61"	"236580_9706NS61"	"236580"	"9706NS61"	TRUE
"236613_9604NS23"	"236613_9604NS23"	"236613"	"9604NS23"	TRUE
"236613_9605RS37"	"236613_9605RS37"	"236613"	"9605RS37"	TRUE
"236620_1305NS81"	"236620_1305NS81"	"236620"	"1305NS81"	TRUE
"236620_1311RS84"	"236620_1311RS84"	"236620"	"1311RS84"	TRUE
"236657_9707RM49"	"236657_9707RM49"	"236657"	"9707RM49"	TRUE
"236657_9707RM50"	"236657_9707RM50"	"236657"	"9707RM50"	TRUE
"237020_9403AG17"	"237020_9403AG17"	"237020"	"9403AG17"	TRUE
"237020_9403SA39"	"237020_9403SA39"	"237020"	"9403SA39"	TRUE
"237020_9403SS97"	"237020_9403SS97"	"237020"	"9403SS97"	TRUE
"237068_9001NS94"	"237068_9001NS94"	"237068"	"9001NS94"	TRUE
"237068_9102RS07"	"237068_9102RS07"	"237068"	"9102RS07"	TRUE
"237106_9704MD29"	"237106_9704MD29"	"237106"	"9704MD29"	TRUE
"237106_9708RC61"	"237106_9708RC61"	"237106"	"9708RC61"	TRUE
"237343_0904NS81"	"237343_0904NS81"	"237343"	"0904NS81"	TRUE
"237538_0905NS08"	"237538_0905NS08"	"237538"	"0905NS08"	TRUE
"237538_0907RS78"	"237538_0907RS78"	"237538"	"0907RS78"	TRUE
"237671_9704MD29"	"237671_9704MD29"	"237671"	"9704MD29"	TRUE
"237671_9706NS61"	"237671_9706NS61"	"237671"	"9706NS61"	TRUE
"237671_9708RC61"	"237671_9708RC61"	"237671"	"9708RC61"	TRUE
"237677_1004NS26"	"237677_1004NS26"	"237677"	"1004NS26"	TRUE
"238159_9102SR74"	"238159_9102SR74"	"238159"	"9102SR74"	TRUE
"238159_9105RC93"	"238159_9105RC93"	"238159"	"9105RC93"	TRUE
"238159_9301ES07"	"238159_9301ES07"	"238159"	"9301ES07"	TRUE
"238159_9304RC23"	"238159_9304RC23"	"238159"	"9304RC23"	TRUE
"238181_0804NS67"	"238181_0804NS67"	"238181"	"0804NS67"	TRUE
"238181_0806RS41"	"238181_0806RS41"	"238181"	"0806RS41"	TRUE
"238187_9710MD79"	"238187_9710MD79"	"238187"	"9710MD79"	TRUE
"238187_9712RS24"	"238187_9712RS24"	"238187"	"9712RS24"	TRUE
"239072_9504MD29"	"239072_9504MD29"	"239072"	"9504MD29"	TRUE
"239072_9505RM46"	"239072_9505RM46"	"239072"	"9505RM46"	TRUE
"239272_1207NS11"	"239272_1207NS11"	"239272"	"1207NS11"	TRUE
"239273_1207NS11"	"239273_1207NS11"	"239273"	"1207NS11"	TRUE
"239273_1211RS65"	"239273_1211RS65"	"239273"	"1211RS65"	TRUE
"239336_9206SC76"	"239336_9206SC76"	"239336"	"9206SC76"	TRUE
"239336_9208RM92"	"239336_9208RM92"	"239336"	"9208RM92"	TRUE
"239375_9202SC46"	"239375_9202SC46"	"239375"	"9202SC46"	TRUE
"239375_9208RG93"	"239375_9208RG93"	"239375"	"9208RG93"	TRUE
"239375_9211EG24"	"239375_9211EG24"	"239375"	"9211EG24"	TRUE
"239400_8910NS73"	"239400_8910NS73"	"239400"	"8910NS73"	TRUE
"239400_8910NS76"	"239400_8910NS76"	"239400"	"8910NS76"	TRUE
"239400_8910SA30"	"239400_8910SA30"	"239400"	"8910SA30"	TRUE
"239400_8910SA33"	"239400_8910SA33"	"239400"	"8910SA33"	TRUE
"239400_8910SA36"	"239400_8910SA36"	"239400"	"8910SA36"	TRUE
"239724_9001SC54"	"239724_9001SC54"	"239724"	"9001SC54"	TRUE
"239749_8906SC95"	"239749_8906SC95"	"239749"	"8906SC95"	TRUE
"240386_9001MD54"	"240386_9001MD54"	"240386"	"9001MD54"	TRUE
"240386_9001SR77"	"240386_9001SR77"	"240386"	"9001SR77"	TRUE
"240419_9205SC75"	"240419_9205SC75"	"240419"	"9205SC75"	TRUE
"240419_9305MD55"	"240419_9305MD55"	"240419"	"9305MD55"	TRUE
"240529_1006NS62"	"240529_1006NS62"	"240529"	"1006NS62"	TRUE
"240529_1009RS05"	"240529_1009RS05"	"240529"	"1009RS05"	TRUE
"240533_1305NS81"	"240533_1305NS81"	"240533"	"1305NS81"	TRUE
"240553_1207NS11"	"240553_1207NS11"	"240553"	"1207NS11"	TRUE
"240553_1211RS65"	"240553_1211RS65"	"240553"	"1211RS65"	TRUE
"240579_1207NS11"	"240579_1207NS11"	"240579"	"1207NS11"	TRUE
"240579_1211RS65"	"240579_1211RS65"	"240579"	"1211RS65"	TRUE
"240755_1207NS11"	"240755_1207NS11"	"240755"	"1207NS11"	TRUE
"240755_1211RS65"	"240755_1211RS65"	"240755"	"1211RS65"	TRUE
"240800_0204SE72"	"240800_0204SE72"	"240800"	"0204SE72"	TRUE
"241240_8909SA17"	"241240_8909SA17"	"241240"	"8909SA17"	TRUE
"241240_8910SA25"	"241240_8910SA25"	"241240"	"8910SA25"	TRUE
"241240_9002NS99"	"241240_9002NS99"	"241240"	"9002NS99"	TRUE
"241240_9003MD64"	"241240_9003MD64"	"241240"	"9003MD64"	TRUE
"241240_9006AG09"	"241240_9006AG09"	"241240"	"9006AG09"	TRUE
"241240_9706NS64"	"241240_9706NS64"	"241240"	"9706NS64"	TRUE
"241494_0805NS99"	"241494_0805NS99"	"241494"	"0805NS99"	TRUE
"241494_0806RS41"	"241494_0806RS41"	"241494"	"0806RS41"	TRUE
"241509_8906NS39"	"241509_8906NS39"	"241509"	"8906NS39"	TRUE
"241509_8906SC95"	"241509_8906SC95"	"241509"	"8906SC95"	TRUE
"242557_9204NS95"	"242557_9204NS95"	"242557"	"9204NS95"	TRUE
"242557_9207RC47"	"242557_9207RC47"	"242557"	"9207RC47"	TRUE
"243022_9101RM38"	"243022_9101RM38"	"243022"	"9101RM38"	TRUE
"243022_9211EG24"	"243022_9211EG24"	"243022"	"9211EG24"	TRUE
"243023_8910MD34"	"243023_8910MD34"	"243023"	"8910MD34"	TRUE
"243023_8910NS75"	"243023_8910NS75"	"243023"	"8910NS75"	TRUE
"243023_9211EG24"	"243023_9211EG24"	"243023"	"9211EG24"	TRUE
"243023_9301ES07"	"243023_9301ES07"	"243023"	"9301ES07"	TRUE
"243023_9303ES24"	"243023_9303ES24"	"243023"	"9303ES24"	TRUE
"243046_9105RM66"	"243046_9105RM66"	"243046"	"9105RM66"	TRUE
"243115_9905NS48"	"243115_9905NS48"	"243115"	"9905NS48"	TRUE
"243928_9001MD54"	"243928_9001MD54"	"243928"	"9001MD54"	TRUE
"243928_9001SR77"	"243928_9001SR77"	"243928"	"9001SR77"	TRUE
"243929_0001MD08"	"243929_0001MD08"	"243929"	"0001MD08"	TRUE
"243929_0003RM22"	"243929_0003RM22"	"243929"	"0003RM22"	TRUE
"243930_9001MD54"	"243930_9001MD54"	"243930"	"9001MD54"	TRUE
"243930_9001SR77"	"243930_9001SR77"	"243930"	"9001SR77"	TRUE
"244404_0201NS51"	"244404_0201NS51"	"244404"	"0201NS51"	TRUE
"244425_9708RC61"	"244425_9708RC61"	"244425"	"9708RC61"	TRUE
"244426_9704NS46"	"244426_9704NS46"	"244426"	"9704NS46"	TRUE
"244697_1305NS81"	"244697_1305NS81"	"244697"	"1305NS81"	TRUE
"244708_0102NS63"	"244708_0102NS63"	"244708"	"0102NS63"	TRUE
"244708_0104RS82"	"244708_0104RS82"	"244708"	"0104RS82"	TRUE
"244714_9909NS77"	"244714_9909NS77"	"244714"	"9909NS77"	TRUE
"244714_9911RS90"	"244714_9911RS90"	"244714"	"9911RS90"	TRUE
"245006_0712NS70"	"245006_0712NS70"	"245006"	"0712NS70"	TRUE
"245006_0801RS05"	"245006_0801RS05"	"245006"	"0801RS05"	TRUE
"245341_1305NS81"	"245341_1305NS81"	"245341"	"1305NS81"	TRUE
"245398_9211NS87"	"245398_9211NS87"	"245398"	"9211NS87"	TRUE
"245398_9302RM29"	"245398_9302RM29"	"245398"	"9302RM29"	TRUE
"245426_9108NS04"	"245426_9108NS04"	"245426"	"9108NS04"	TRUE
"245432_9001SR77"	"245432_9001SR77"	"245432"	"9001SR77"	TRUE
"245456_9911RS90"	"245456_9911RS90"	"245456"	"9911RS90"	TRUE
"246012_9712NS26"	"246012_9712NS26"	"246012"	"9712NS26"	TRUE
"246012_9802RC10"	"246012_9802RC10"	"246012"	"9802RC10"	TRUE
