""	"nsc_exp_name"	"nsc"	"experiment"	"used_in_zscore"
"753666_1008NS09"	"753666_1008NS09"	"753666"	"1008NS09"	TRUE
"753666_1011RS46"	"753666_1011RS46"	"753666"	"1011RS46"	TRUE
"753667_1006NS75"	"753667_1006NS75"	"753667"	"1006NS75"	TRUE
"753686_1104NS37"	"753686_1104NS37"	"753686"	"1104NS37"	TRUE
"753725_1009NS22"	"753725_1009NS22"	"753725"	"1009NS22"	TRUE
"753734_1009NS22"	"753734_1009NS22"	"753734"	"1009NS22"	TRUE
"753734_1012RS57"	"753734_1012RS57"	"753734"	"1012RS57"	TRUE
"753769_1009NS13"	"753769_1009NS13"	"753769"	"1009NS13"	TRUE
"753772_1009NS13"	"753772_1009NS13"	"753772"	"1009NS13"	TRUE
"753790_1009NS13"	"753790_1009NS13"	"753790"	"1009NS13"	TRUE
"753790_1011RS52"	"753790_1011RS52"	"753790"	"1011RS52"	TRUE
"753802_1009NS13"	"753802_1009NS13"	"753802"	"1009NS13"	TRUE
"753802_1011RS52"	"753802_1011RS52"	"753802"	"1011RS52"	TRUE
"753907_1009NS22"	"753907_1009NS22"	"753907"	"1009NS22"	TRUE
"753938_1009NS22"	"753938_1009NS22"	"753938"	"1009NS22"	TRUE
"753939_1009NS22"	"753939_1009NS22"	"753939"	"1009NS22"	TRUE
"753940_1009NS22"	"753940_1009NS22"	"753940"	"1009NS22"	TRUE
"753941_1009NS22"	"753941_1009NS22"	"753941"	"1009NS22"	TRUE
"753975_1009NS21"	"753975_1009NS21"	"753975"	"1009NS21"	TRUE
"753975_1012RS57"	"753975_1012RS57"	"753975"	"1012RS57"	TRUE
"753978_1009NS21"	"753978_1009NS21"	"753978"	"1009NS21"	TRUE
"754032_1009NS21"	"754032_1009NS21"	"754032"	"1009NS21"	TRUE
"754073_1009NS21"	"754073_1009NS21"	"754073"	"1009NS21"	TRUE
"754076_1009NS21"	"754076_1009NS21"	"754076"	"1009NS21"	TRUE
"754077_1009NS21"	"754077_1009NS21"	"754077"	"1009NS21"	TRUE
"754081_1009NS21"	"754081_1009NS21"	"754081"	"1009NS21"	TRUE
"754083_1009NS21"	"754083_1009NS21"	"754083"	"1009NS21"	TRUE
"754083_1012RS67"	"754083_1012RS67"	"754083"	"1012RS67"	TRUE
"754084_1009NS21"	"754084_1009NS21"	"754084"	"1009NS21"	TRUE
"754084_1012RS67"	"754084_1012RS67"	"754084"	"1012RS67"	TRUE
"754085_1012RS67"	"754085_1012RS67"	"754085"	"1012RS67"	TRUE
"754087_1009NS21"	"754087_1009NS21"	"754087"	"1009NS21"	TRUE
"754087_1012RS67"	"754087_1012RS67"	"754087"	"1012RS67"	TRUE
"754088_1009NS21"	"754088_1009NS21"	"754088"	"1009NS21"	TRUE
"754088_1012RS57"	"754088_1012RS57"	"754088"	"1012RS57"	TRUE
"754089_1009NS21"	"754089_1009NS21"	"754089"	"1009NS21"	TRUE
"754089_1012RS67"	"754089_1012RS67"	"754089"	"1012RS67"	TRUE
"754090_1009NS21"	"754090_1009NS21"	"754090"	"1009NS21"	TRUE
"754090_1012RS67"	"754090_1012RS67"	"754090"	"1012RS67"	TRUE
"754091_1009NS21"	"754091_1009NS21"	"754091"	"1009NS21"	TRUE
"754091_1012RS67"	"754091_1012RS67"	"754091"	"1012RS67"	TRUE
"754092_1009NS21"	"754092_1009NS21"	"754092"	"1009NS21"	TRUE
"754092_1012RS67"	"754092_1012RS67"	"754092"	"1012RS67"	TRUE
"754093_1009NS21"	"754093_1009NS21"	"754093"	"1009NS21"	TRUE
"754094_1009NS21"	"754094_1009NS21"	"754094"	"1009NS21"	TRUE
"754094_1012RS67"	"754094_1012RS67"	"754094"	"1012RS67"	TRUE
"754102_1009NS21"	"754102_1009NS21"	"754102"	"1009NS21"	TRUE
"754105_1009NS21"	"754105_1009NS21"	"754105"	"1009NS21"	TRUE
"754109_1009NS21"	"754109_1009NS21"	"754109"	"1009NS21"	TRUE
"754110_1009NS21"	"754110_1009NS21"	"754110"	"1009NS21"	TRUE
"754111_1009NS21"	"754111_1009NS21"	"754111"	"1009NS21"	TRUE
"754111_1012RS67"	"754111_1012RS67"	"754111"	"1012RS67"	TRUE
"754116_1009NS21"	"754116_1009NS21"	"754116"	"1009NS21"	TRUE
"754117_1009NS21"	"754117_1009NS21"	"754117"	"1009NS21"	TRUE
"754117_1012RS67"	"754117_1012RS67"	"754117"	"1012RS67"	TRUE
"754118_1009NS21"	"754118_1009NS21"	"754118"	"1009NS21"	TRUE
"754143_1101NS86"	"754143_1101NS86"	"754143"	"1101NS86"	TRUE
"754153_1009NS21"	"754153_1009NS21"	"754153"	"1009NS21"	TRUE
"754154_1009NS21"	"754154_1009NS21"	"754154"	"1009NS21"	TRUE
"754172_1009NS21"	"754172_1009NS21"	"754172"	"1009NS21"	TRUE
"754173_1009NS21"	"754173_1009NS21"	"754173"	"1009NS21"	TRUE
"754173_1012RS67"	"754173_1012RS67"	"754173"	"1012RS67"	TRUE
"754175_1009NS21"	"754175_1009NS21"	"754175"	"1009NS21"	TRUE
"754197_1009NS21"	"754197_1009NS21"	"754197"	"1009NS21"	TRUE
"754197_1012RS67"	"754197_1012RS67"	"754197"	"1012RS67"	TRUE
"754198_1009NS21"	"754198_1009NS21"	"754198"	"1009NS21"	TRUE
"754198_1012RS67"	"754198_1012RS67"	"754198"	"1012RS67"	TRUE
"754230_1102NS97"	"754230_1102NS97"	"754230"	"1102NS97"	TRUE
"754230_1104RS35"	"754230_1104RS35"	"754230"	"1104RS35"	TRUE
"754237_1009NS24"	"754237_1009NS24"	"754237"	"1009NS24"	TRUE
"754237_1012RS67"	"754237_1012RS67"	"754237"	"1012RS67"	TRUE
"754238_1009NS24"	"754238_1009NS24"	"754238"	"1009NS24"	TRUE
"754239_1009NS24"	"754239_1009NS24"	"754239"	"1009NS24"	TRUE
"754240_1009NS24"	"754240_1009NS24"	"754240"	"1009NS24"	TRUE
"754240_1012RS67"	"754240_1012RS67"	"754240"	"1012RS67"	TRUE
"754241_1009NS24"	"754241_1009NS24"	"754241"	"1009NS24"	TRUE
"754242_1009NS24"	"754242_1009NS24"	"754242"	"1009NS24"	TRUE
"754242_1012RS67"	"754242_1012RS67"	"754242"	"1012RS67"	TRUE
"754244_1009NS24"	"754244_1009NS24"	"754244"	"1009NS24"	TRUE
"754245_1009NS24"	"754245_1009NS24"	"754245"	"1009NS24"	TRUE
"754245_1012RS67"	"754245_1012RS67"	"754245"	"1012RS67"	TRUE
"754277_1009NS22"	"754277_1009NS22"	"754277"	"1009NS22"	TRUE
"754277_1011RS52"	"754277_1011RS52"	"754277"	"1011RS52"	TRUE
"754310_1012RS72"	"754310_1012RS72"	"754310"	"1012RS72"	TRUE
"754328_1011NS42"	"754328_1011NS42"	"754328"	"1011NS42"	TRUE
"754329_1010NS36"	"754329_1010NS36"	"754329"	"1010NS36"	TRUE
"754329_1101RS77"	"754329_1101RS77"	"754329"	"1101RS77"	TRUE
"754344_1104NS37"	"754344_1104NS37"	"754344"	"1104NS37"	TRUE
"754344_1107RS76"	"754344_1107RS76"	"754344"	"1107RS76"	TRUE
"754345_1107NS88"	"754345_1107NS88"	"754345"	"1107NS88"	TRUE
"754345_1110RS33"	"754345_1110RS33"	"754345"	"1110RS33"	TRUE
"754346_1101NS73"	"754346_1101NS73"	"754346"	"1101NS73"	TRUE
"754346_1103RS13"	"754346_1103RS13"	"754346"	"1103RS13"	TRUE
"754348_1101NS92"	"754348_1101NS92"	"754348"	"1101NS92"	TRUE
"754349_1101NS86"	"754349_1101NS86"	"754349"	"1101NS86"	TRUE
"754349_1103RS21"	"754349_1103RS21"	"754349"	"1103RS21"	TRUE
"754351_1010NS29"	"754351_1010NS29"	"754351"	"1010NS29"	TRUE
"754351_1012RS67"	"754351_1012RS67"	"754351"	"1012RS67"	TRUE
"754352_1101NS86"	"754352_1101NS86"	"754352"	"1101NS86"	TRUE
"754352_1103RS21"	"754352_1103RS21"	"754352"	"1103RS21"	TRUE
"754353_1101NS86"	"754353_1101NS86"	"754353"	"1101NS86"	TRUE
"754353_1103RS17"	"754353_1103RS17"	"754353"	"1103RS17"	TRUE
"754354_1107NS78"	"754354_1107NS78"	"754354"	"1107NS78"	TRUE
"754354_1109RS18"	"754354_1109RS18"	"754354"	"1109RS18"	TRUE
"754356_1107NS72"	"754356_1107NS72"	"754356"	"1107NS72"	TRUE
"754356_1108RS14"	"754356_1108RS14"	"754356"	"1108RS14"	TRUE
"754357_1106NS70"	"754357_1106NS70"	"754357"	"1106NS70"	TRUE
"754357_1108RS14"	"754357_1108RS14"	"754357"	"1108RS14"	TRUE
"754359_1101NS86"	"754359_1101NS86"	"754359"	"1101NS86"	TRUE
"754359_1103RS21"	"754359_1103RS21"	"754359"	"1103RS21"	TRUE
"754360_1010NS35"	"754360_1010NS35"	"754360"	"1010NS35"	TRUE
"754360_1012RS72"	"754360_1012RS72"	"754360"	"1012RS72"	TRUE
"754361_1010NS29"	"754361_1010NS29"	"754361"	"1010NS29"	TRUE
"754361_1012RS67"	"754361_1012RS67"	"754361"	"1012RS67"	TRUE
"754362_1101NS73"	"754362_1101NS73"	"754362"	"1101NS73"	TRUE
"754362_1102NS97"	"754362_1102NS97"	"754362"	"1102NS97"	TRUE
"754362_1103RS15"	"754362_1103RS15"	"754362"	"1103RS15"	TRUE
"754362_2009SS52"	"754362_2009SS52"	"754362"	"2009SS52"	TRUE
"754365_1103NS18"	"754365_1103NS18"	"754365"	"1103NS18"	TRUE
"754365_1105RS56"	"754365_1105RS56"	"754365"	"1105RS56"	TRUE
"754366_1101NS86"	"754366_1101NS86"	"754366"	"1101NS86"	TRUE
"754366_1103RS21"	"754366_1103RS21"	"754366"	"1103RS21"	TRUE
"754385_1010NS36"	"754385_1010NS36"	"754385"	"1010NS36"	TRUE
"754385_1012RS72"	"754385_1012RS72"	"754385"	"1012RS72"	TRUE
"754483_1010NS36"	"754483_1010NS36"	"754483"	"1010NS36"	TRUE
"754516_1010NS98"	"754516_1010NS98"	"754516"	"1010NS98"	TRUE
"754567_1011NS42"	"754567_1011NS42"	"754567"	"1011NS42"	TRUE
"754567_1101RS81"	"754567_1101RS81"	"754567"	"1101RS81"	TRUE
"754571_1011NS42"	"754571_1011NS42"	"754571"	"1011NS42"	TRUE
"754571_1101RS81"	"754571_1101RS81"	"754571"	"1101RS81"	TRUE
"754582_1011NS42"	"754582_1011NS42"	"754582"	"1011NS42"	TRUE
"754582_1101RS81"	"754582_1101RS81"	"754582"	"1101RS81"	TRUE
"754583_1011NS42"	"754583_1011NS42"	"754583"	"1011NS42"	TRUE
"754587_1011NS42"	"754587_1011NS42"	"754587"	"1011NS42"	TRUE
"754595_1011NS42"	"754595_1011NS42"	"754595"	"1011NS42"	TRUE
"754595_1101RS81"	"754595_1101RS81"	"754595"	"1101RS81"	TRUE
"754596_1011NS42"	"754596_1011NS42"	"754596"	"1011NS42"	TRUE
"754596_1101RS81"	"754596_1101RS81"	"754596"	"1101RS81"	TRUE
"754664_1011NS43"	"754664_1011NS43"	"754664"	"1011NS43"	TRUE
"754666_1011NS43"	"754666_1011NS43"	"754666"	"1011NS43"	TRUE
"754670_1011NS43"	"754670_1011NS43"	"754670"	"1011NS43"	TRUE
"754670_1101RS81"	"754670_1101RS81"	"754670"	"1101RS81"	TRUE
"754735_1012NS49"	"754735_1012NS49"	"754735"	"1012NS49"	TRUE
"754771_1101NS92"	"754771_1101NS92"	"754771"	"1101NS92"	TRUE
"754778_1012NS68"	"754778_1012NS68"	"754778"	"1012NS68"	TRUE
"754809_1012NS68"	"754809_1012NS68"	"754809"	"1012NS68"	TRUE
"754811_1012NS68"	"754811_1012NS68"	"754811"	"1012NS68"	TRUE
"754824_1012NS68"	"754824_1012NS68"	"754824"	"1012NS68"	TRUE
"755040_1101NS86"	"755040_1101NS86"	"755040"	"1101NS86"	TRUE
"755092_1101NS80"	"755092_1101NS80"	"755092"	"1101NS80"	TRUE
"755092_1103RS15"	"755092_1103RS15"	"755092"	"1103RS15"	TRUE
"755117_1101NS86"	"755117_1101NS86"	"755117"	"1101NS86"	TRUE
"755117_1104RS29"	"755117_1104RS29"	"755117"	"1104RS29"	TRUE
"755118_1101NS86"	"755118_1101NS86"	"755118"	"1101NS86"	TRUE
"755119_1101NS86"	"755119_1101NS86"	"755119"	"1101NS86"	TRUE
"755119_1104RS29"	"755119_1104RS29"	"755119"	"1104RS29"	TRUE
"755120_1101NS86"	"755120_1101NS86"	"755120"	"1101NS86"	TRUE
"755120_1104RS29"	"755120_1104RS29"	"755120"	"1104RS29"	TRUE
"755121_1101NS86"	"755121_1101NS86"	"755121"	"1101NS86"	TRUE
"755121_1104RS29"	"755121_1104RS29"	"755121"	"1104RS29"	TRUE
"755122_1101NS86"	"755122_1101NS86"	"755122"	"1101NS86"	TRUE
"755123_1101NS86"	"755123_1101NS86"	"755123"	"1101NS86"	TRUE
"755123_1104RS29"	"755123_1104RS29"	"755123"	"1104RS29"	TRUE
"755263_1101NS89"	"755263_1101NS89"	"755263"	"1101NS89"	TRUE
"755264_1101NS89"	"755264_1101NS89"	"755264"	"1101NS89"	TRUE
"755264_1104RS29"	"755264_1104RS29"	"755264"	"1104RS29"	TRUE
"755265_1101NS89"	"755265_1101NS89"	"755265"	"1101NS89"	TRUE
"755265_1104RS29"	"755265_1104RS29"	"755265"	"1104RS29"	TRUE
"755266_1101NS89"	"755266_1101NS89"	"755266"	"1101NS89"	TRUE
"755267_1101NS89"	"755267_1101NS89"	"755267"	"1101NS89"	TRUE
"755267_1103RS21"	"755267_1103RS21"	"755267"	"1103RS21"	TRUE
"755268_1101NS89"	"755268_1101NS89"	"755268"	"1101NS89"	TRUE
"755273_1101NS92"	"755273_1101NS92"	"755273"	"1101NS92"	TRUE
"755288_1101NS89"	"755288_1101NS89"	"755288"	"1101NS89"	TRUE
"755289_1101NS92"	"755289_1101NS92"	"755289"	"1101NS92"	TRUE
"755289_1104RS30"	"755289_1104RS30"	"755289"	"1104RS30"	TRUE
"755290_1101NS89"	"755290_1101NS89"	"755290"	"1101NS89"	TRUE
"755295_1101NS89"	"755295_1101NS89"	"755295"	"1101NS89"	TRUE
"755302_1101NS89"	"755302_1101NS89"	"755302"	"1101NS89"	TRUE
"755307_1101NS89"	"755307_1101NS89"	"755307"	"1101NS89"	TRUE
"755307_1104RS29"	"755307_1104RS29"	"755307"	"1104RS29"	TRUE
"755308_1101NS89"	"755308_1101NS89"	"755308"	"1101NS89"	TRUE
"755384_1611NS11"	"755384_1611NS11"	"755384"	"1611NS11"	TRUE
"755384_1812RS25"	"755384_1812RS25"	"755384"	"1812RS25"	TRUE
"755385_1101NS86"	"755385_1101NS86"	"755385"	"1101NS86"	TRUE
"755385_1103RS21"	"755385_1103RS21"	"755385"	"1103RS21"	TRUE
"755386_1101NS86"	"755386_1101NS86"	"755386"	"1101NS86"	TRUE
"755386_1103RS21"	"755386_1103RS21"	"755386"	"1103RS21"	TRUE
"755387_1101NS86"	"755387_1101NS86"	"755387"	"1101NS86"	TRUE
"755387_1103RS21"	"755387_1103RS21"	"755387"	"1103RS21"	TRUE
"755389_1101NS86"	"755389_1101NS86"	"755389"	"1101NS86"	TRUE
"755389_1103RS21"	"755389_1103RS21"	"755389"	"1103RS21"	TRUE
"755400_1101NS86"	"755400_1101NS86"	"755400"	"1101NS86"	TRUE
"755408_1102NS97"	"755408_1102NS97"	"755408"	"1102NS97"	TRUE
"755412_1102NS97"	"755412_1102NS97"	"755412"	"1102NS97"	TRUE
"755412_1105RS48"	"755412_1105RS48"	"755412"	"1105RS48"	TRUE
"755413_1102NS97"	"755413_1102NS97"	"755413"	"1102NS97"	TRUE
"755417_1102NS97"	"755417_1102NS97"	"755417"	"1102NS97"	TRUE
"755417_1105RS48"	"755417_1105RS48"	"755417"	"1105RS48"	TRUE
"755420_1102NS97"	"755420_1102NS97"	"755420"	"1102NS97"	TRUE
"755420_1105RS48"	"755420_1105RS48"	"755420"	"1105RS48"	TRUE
"755422_1105RS48"	"755422_1105RS48"	"755422"	"1105RS48"	TRUE
"755423_1102NS97"	"755423_1102NS97"	"755423"	"1102NS97"	TRUE
"755423_1105RS48"	"755423_1105RS48"	"755423"	"1105RS48"	TRUE
"755424_1102NS97"	"755424_1102NS97"	"755424"	"1102NS97"	TRUE
"755424_1105RS48"	"755424_1105RS48"	"755424"	"1105RS48"	TRUE
"755425_1102NS97"	"755425_1102NS97"	"755425"	"1102NS97"	TRUE
"755425_1105RS48"	"755425_1105RS48"	"755425"	"1105RS48"	TRUE
"755426_1102NS97"	"755426_1102NS97"	"755426"	"1102NS97"	TRUE
"755426_1105RS48"	"755426_1105RS48"	"755426"	"1105RS48"	TRUE
"755427_1102NS97"	"755427_1102NS97"	"755427"	"1102NS97"	TRUE
"755427_1105RS48"	"755427_1105RS48"	"755427"	"1105RS48"	TRUE
"755428_1102NS97"	"755428_1102NS97"	"755428"	"1102NS97"	TRUE
"755429_1102NS97"	"755429_1102NS97"	"755429"	"1102NS97"	TRUE
"755429_1105RS48"	"755429_1105RS48"	"755429"	"1105RS48"	TRUE
"755431_1105RS48"	"755431_1105RS48"	"755431"	"1105RS48"	TRUE
"755435_1102NS97"	"755435_1102NS97"	"755435"	"1102NS97"	TRUE
"755435_1105RS48"	"755435_1105RS48"	"755435"	"1105RS48"	TRUE
"755437_1102NS97"	"755437_1102NS97"	"755437"	"1102NS97"	TRUE
"755437_1105RS48"	"755437_1105RS48"	"755437"	"1105RS48"	TRUE
"755437_1203NS27"	"755437_1203NS27"	"755437"	"1203NS27"	TRUE
"755441_1102NS97"	"755441_1102NS97"	"755441"	"1102NS97"	TRUE
"755442_1102NS97"	"755442_1102NS97"	"755442"	"1102NS97"	TRUE
"755442_1105RS48"	"755442_1105RS48"	"755442"	"1105RS48"	TRUE
"755443_1102NS97"	"755443_1102NS97"	"755443"	"1102NS97"	TRUE
"755443_1105RS48"	"755443_1105RS48"	"755443"	"1105RS48"	TRUE
"755444_1102NS97"	"755444_1102NS97"	"755444"	"1102NS97"	TRUE
"755453_1102NS97"	"755453_1102NS97"	"755453"	"1102NS97"	TRUE
"755458_1102NS97"	"755458_1102NS97"	"755458"	"1102NS97"	TRUE
"755459_1102NS97"	"755459_1102NS97"	"755459"	"1102NS97"	TRUE
"755461_1102NS97"	"755461_1102NS97"	"755461"	"1102NS97"	TRUE
"755464_1102NS97"	"755464_1102NS97"	"755464"	"1102NS97"	TRUE
"755465_1102NS97"	"755465_1102NS97"	"755465"	"1102NS97"	TRUE
"755469_1102NS97"	"755469_1102NS97"	"755469"	"1102NS97"	TRUE
"755469_1105RS48"	"755469_1105RS48"	"755469"	"1105RS48"	TRUE
"755523_1102NS97"	"755523_1102NS97"	"755523"	"1102NS97"	TRUE
"755523_1105RS48"	"755523_1105RS48"	"755523"	"1105RS48"	TRUE
"755606_1101NS86"	"755606_1101NS86"	"755606"	"1101NS86"	TRUE
"755606_1101NS92"	"755606_1101NS92"	"755606"	"1101NS92"	TRUE
"755606_1103RS21"	"755606_1103RS21"	"755606"	"1103RS21"	TRUE
"755606_1104RS30"	"755606_1104RS30"	"755606"	"1104RS30"	TRUE
"755642_1102NS99"	"755642_1102NS99"	"755642"	"1102NS99"	TRUE
"755642_1105RS48"	"755642_1105RS48"	"755642"	"1105RS48"	TRUE
"755761_1101NS92"	"755761_1101NS92"	"755761"	"1101NS92"	TRUE
"755762_1101NS86"	"755762_1101NS86"	"755762"	"1101NS86"	TRUE
"755762_1103RS21"	"755762_1103RS21"	"755762"	"1103RS21"	TRUE
"755763_1101NS89"	"755763_1101NS89"	"755763"	"1101NS89"	TRUE
"755763_1103RS21"	"755763_1103RS21"	"755763"	"1103RS21"	TRUE
"755769_1101NS89"	"755769_1101NS89"	"755769"	"1101NS89"	TRUE
"755770_1101NS89"	"755770_1101NS89"	"755770"	"1101NS89"	TRUE
"755770_1103RS21"	"755770_1103RS21"	"755770"	"1103RS21"	TRUE
"755773_1101NS89"	"755773_1101NS89"	"755773"	"1101NS89"	TRUE
"755775_1101NS89"	"755775_1101NS89"	"755775"	"1101NS89"	TRUE
"755775_1103RS21"	"755775_1103RS21"	"755775"	"1103RS21"	TRUE
"755806_1102NS11"	"755806_1102NS11"	"755806"	"1102NS11"	TRUE
"755809_1102NS11"	"755809_1102NS11"	"755809"	"1102NS11"	TRUE
"755841_1102NS11"	"755841_1102NS11"	"755841"	"1102NS11"	TRUE
"755841_1105RS56"	"755841_1105RS56"	"755841"	"1105RS56"	TRUE
"755871_1102NS11"	"755871_1102NS11"	"755871"	"1102NS11"	TRUE
"755880_1102NS11"	"755880_1102NS11"	"755880"	"1102NS11"	TRUE
"755880_1105RS56"	"755880_1105RS56"	"755880"	"1105RS56"	TRUE
"755892_1103NS08"	"755892_1103NS08"	"755892"	"1103NS08"	TRUE
"755892_1105RS56"	"755892_1105RS56"	"755892"	"1105RS56"	TRUE
"755900_1103NS08"	"755900_1103NS08"	"755900"	"1103NS08"	TRUE
"755908_1103NS08"	"755908_1103NS08"	"755908"	"1103NS08"	TRUE
"755914_1103NS08"	"755914_1103NS08"	"755914"	"1103NS08"	TRUE
"755914_1105RS56"	"755914_1105RS56"	"755914"	"1105RS56"	TRUE
"755915_1103NS08"	"755915_1103NS08"	"755915"	"1103NS08"	TRUE
"755926_1101NS92"	"755926_1101NS92"	"755926"	"1101NS92"	TRUE
"755980_1102NS97"	"755980_1102NS97"	"755980"	"1102NS97"	TRUE
"755983_1102NS97"	"755983_1102NS97"	"755983"	"1102NS97"	TRUE
"755983_1104RS35"	"755983_1104RS35"	"755983"	"1104RS35"	TRUE
"755983_1105NS41"	"755983_1105NS41"	"755983"	"1105NS41"	TRUE
"755985_1102NS97"	"755985_1102NS97"	"755985"	"1102NS97"	TRUE
"756053_1105NS41"	"756053_1105NS41"	"756053"	"1105NS41"	TRUE
"756053_1107RS80"	"756053_1107RS80"	"756053"	"1107RS80"	TRUE
"756058_1105NS47"	"756058_1105NS47"	"756058"	"1105NS47"	TRUE
"756078_1105NS51"	"756078_1105NS51"	"756078"	"1105NS51"	TRUE
"756083_1103NS20"	"756083_1103NS20"	"756083"	"1103NS20"	TRUE
"756083_1106RS63"	"756083_1106RS63"	"756083"	"1106RS63"	TRUE
"756084_1103NS20"	"756084_1103NS20"	"756084"	"1103NS20"	TRUE
"756084_1106RS63"	"756084_1106RS63"	"756084"	"1106RS63"	TRUE
"756085_1103NS20"	"756085_1103NS20"	"756085"	"1103NS20"	TRUE
"756085_1106RS63"	"756085_1106RS63"	"756085"	"1106RS63"	TRUE
"756086_1103NS20"	"756086_1103NS20"	"756086"	"1103NS20"	TRUE
"756086_1106RS63"	"756086_1106RS63"	"756086"	"1106RS63"	TRUE
"756087_1103NS20"	"756087_1103NS20"	"756087"	"1103NS20"	TRUE
"756087_1106RS63"	"756087_1106RS63"	"756087"	"1106RS63"	TRUE
"756088_1103NS20"	"756088_1103NS20"	"756088"	"1103NS20"	TRUE
"756088_1106RS63"	"756088_1106RS63"	"756088"	"1106RS63"	TRUE
"756089_1103NS20"	"756089_1103NS20"	"756089"	"1103NS20"	TRUE
"756089_1106RS63"	"756089_1106RS63"	"756089"	"1106RS63"	TRUE
"756090_1103NS20"	"756090_1103NS20"	"756090"	"1103NS20"	TRUE
"756090_1106RS63"	"756090_1106RS63"	"756090"	"1106RS63"	TRUE
"756091_1103NS20"	"756091_1103NS20"	"756091"	"1103NS20"	TRUE
"756093_1103NS20"	"756093_1103NS20"	"756093"	"1103NS20"	TRUE
"756095_1103NS20"	"756095_1103NS20"	"756095"	"1103NS20"	TRUE
"756095_1106RS63"	"756095_1106RS63"	"756095"	"1106RS63"	TRUE
"756106_1106RS63"	"756106_1106RS63"	"756106"	"1106RS63"	TRUE
"756110_1104NS27"	"756110_1104NS27"	"756110"	"1104NS27"	TRUE
"756110_1106RS63"	"756110_1106RS63"	"756110"	"1106RS63"	TRUE
"756111_1104NS27"	"756111_1104NS27"	"756111"	"1104NS27"	TRUE
"756111_1106RS63"	"756111_1106RS63"	"756111"	"1106RS63"	TRUE
"756130_1103NS08"	"756130_1103NS08"	"756130"	"1103NS08"	TRUE
"756130_1104RS35"	"756130_1104RS35"	"756130"	"1104RS35"	TRUE
"756132_1103NS08"	"756132_1103NS08"	"756132"	"1103NS08"	TRUE
"756132_1104RS35"	"756132_1104RS35"	"756132"	"1104RS35"	TRUE
"756133_1103NS08"	"756133_1103NS08"	"756133"	"1103NS08"	TRUE
"756133_1104RS35"	"756133_1104RS35"	"756133"	"1104RS35"	TRUE
"756134_1103NS20"	"756134_1103NS20"	"756134"	"1103NS20"	TRUE
"756135_1103NS08"	"756135_1103NS08"	"756135"	"1103NS08"	TRUE
"756137_1103NS08"	"756137_1103NS08"	"756137"	"1103NS08"	TRUE
"756137_1104RS35"	"756137_1104RS35"	"756137"	"1104RS35"	TRUE
"756139_1103NS08"	"756139_1103NS08"	"756139"	"1103NS08"	TRUE
"756139_1104RS35"	"756139_1104RS35"	"756139"	"1104RS35"	TRUE
"756140_1103NS08"	"756140_1103NS08"	"756140"	"1103NS08"	TRUE
"756140_1104RS35"	"756140_1104RS35"	"756140"	"1104RS35"	TRUE
"756141_1103NS08"	"756141_1103NS08"	"756141"	"1103NS08"	TRUE
"756141_1104RS35"	"756141_1104RS35"	"756141"	"1104RS35"	TRUE
"756142_1103NS08"	"756142_1103NS08"	"756142"	"1103NS08"	TRUE
"756142_1104RS35"	"756142_1104RS35"	"756142"	"1104RS35"	TRUE
"756143_1103NS08"	"756143_1103NS08"	"756143"	"1103NS08"	TRUE
"756143_1104RS35"	"756143_1104RS35"	"756143"	"1104RS35"	TRUE
"756144_1103NS08"	"756144_1103NS08"	"756144"	"1103NS08"	TRUE
"756145_1103NS08"	"756145_1103NS08"	"756145"	"1103NS08"	TRUE
"756146_1103NS03"	"756146_1103NS03"	"756146"	"1103NS03"	TRUE
"756147_1103NS08"	"756147_1103NS08"	"756147"	"1103NS08"	TRUE
"756147_1104RS35"	"756147_1104RS35"	"756147"	"1104RS35"	TRUE
"756148_1103NS18"	"756148_1103NS18"	"756148"	"1103NS18"	TRUE
"756148_1104RS39"	"756148_1104RS39"	"756148"	"1104RS39"	TRUE
"756149_1103NS03"	"756149_1103NS03"	"756149"	"1103NS03"	TRUE
"756149_1104RS30"	"756149_1104RS30"	"756149"	"1104RS30"	TRUE
"756150_1103NS03"	"756150_1103NS03"	"756150"	"1103NS03"	TRUE
"756150_1104RS30"	"756150_1104RS30"	"756150"	"1104RS30"	TRUE
"756151_1103NS20"	"756151_1103NS20"	"756151"	"1103NS20"	TRUE
"756152_1103NS20"	"756152_1103NS20"	"756152"	"1103NS20"	TRUE
"756152_1105RS42"	"756152_1105RS42"	"756152"	"1105RS42"	TRUE
"756153_1103NS20"	"756153_1103NS20"	"756153"	"1103NS20"	TRUE
"756153_1105RS42"	"756153_1105RS42"	"756153"	"1105RS42"	TRUE
"756154_1103NS20"	"756154_1103NS20"	"756154"	"1103NS20"	TRUE
"756154_1105RS42"	"756154_1105RS42"	"756154"	"1105RS42"	TRUE
"756155_1103NS20"	"756155_1103NS20"	"756155"	"1103NS20"	TRUE
"756155_1105RS42"	"756155_1105RS42"	"756155"	"1105RS42"	TRUE
"756156_1103NS20"	"756156_1103NS20"	"756156"	"1103NS20"	TRUE
"756156_1105RS42"	"756156_1105RS42"	"756156"	"1105RS42"	TRUE
"756157_1103NS20"	"756157_1103NS20"	"756157"	"1103NS20"	TRUE
"756157_1105RS42"	"756157_1105RS42"	"756157"	"1105RS42"	TRUE
"756158_1103NS20"	"756158_1103NS20"	"756158"	"1103NS20"	TRUE
"756158_1105RS42"	"756158_1105RS42"	"756158"	"1105RS42"	TRUE
